Comune,SI_norm_km_density_x,SP_norm_km_density_x,SS_norm_km_density_x,SI_norm_min_density_x,SP_norm_min_density_x,SS_norm_min_density_x,SI_norm_km_density_y,SP_norm_km_density_y,SS_norm_km_density_y,SI_norm_min_density_y,SP_norm_min_density_y,SS_norm_min_density_y
COLLEVECCHIO,0.004593236299109511,0.004593236299109511,0.014030990122380167,0.006920657288364189,0.006920657288364189,0.018637957542570232,0.003013081911534259,0.003013081911534259,0.00782080771023912,0.004498663736091982,0.004498663736091982,0.009544038030870294
COLLI SUL VELINO,0.0002148570149096,0.0002148570149096,0.0180823663747974,0.0003274011655766,0.0003274011655766,0.0223860546963022,,,,,,
COLONNA,0.0023647702671960335,0.0023647702671960335,0.0023647702671960335,0.004757585071937267,0.004757585071937267,0.004757585071937267,0.003151120290562425,0.003151120290562425,0.003151120290562425,0.0059221343694316345,0.0059221343694316345,0.0059221343694316345
CONCERVIANO,0.010829279061482549,0.010829279061482549,0.034363804455517,0.020643778508800947,0.020643778508800947,0.052021500735068296,0.009257323758635003,0.009257323758635003,0.03726370398491448,0.01792777936412516,0.01792777936412516,0.055267662135934814
CONFIGNI,0.005253442104414634,0.01618164974756588,0.014725678580235381,0.009270346768103349,0.02509800157653135,0.021841290247700217,0.0043114405971013394,0.00608051596145646,0.0057759084786224634,0.006740379347037873,0.009012590480864897,0.008257611059626142
CONTIGLIANO,0.006771962673214011,0.006771962673214011,0.0072849230141138555,0.009160563066470078,0.009160563066470078,0.008825082718565445,0.003998401348381375,0.003998401348381375,0.0049705744222576075,0.00496463472984816,0.00496463472984816,0.004849308989857206
CORCHIANO,0.0009961425722470178,0.0009961425722470178,0.0011312521581313,0.0016970648595394677,0.0016970648595394677,0.002276959717646725,0.0007517093837869193,0.0007517093837869193,0.000778562450915206,0.0012062235340613188,0.0012062235340613188,0.0013291046180915205
CORENO AUSONIO,0.00317082051050145,0.00335015482239875,0.00335015482239875,0.0049836474654637,0.0051962781734327,0.0051962781734327,0.004331176926965546,0.004580259411410048,0.004580259411410048,0.006613382553617019,0.006847959198192911,0.006847959198192911
CORI,0.004067217153566425,0.0036342494168763746,0.004894805874465625,0.0060942805650779745,0.005627380256128776,0.007553669405989525,0.0026308088990046083,0.002410195189921932,0.0034495136062722615,0.0038657871625794567,0.003582810141963377,0.004933136240595321
COTTANELLO,0.007744600622829351,0.007744600622829351,0.006032135456749892,0.014490266314489382,0.014490266314489382,0.010710667480188183,0.004397895178143891,0.004397895178143891,0.0036867370545668123,0.008351219667387085,0.008351219667387085,0.006650753834091645
ESPERIA,0.0026171193870805,0.0026171193870805,0.0027037061876594003,0.0034615893602263003,0.0034615893602263003,0.0038396633838928,0.0035190192803999363,0.0035190192803999363,0.0035497030670591347,0.004542025427192158,0.004542025427192158,0.004873931662497634
FABRICA DI ROMA,0.0016847512527404665,0.0022682556894591,0.0024984879629087334,0.0024883889819027334,0.0031995698736938002,0.0034684957729427,0.0007533001347314785,0.00042855083601924497,0.0020993800587625856,0.0010799728937660182,0.0007827704497203072,0.0027003477751123307
FALERIA,0.0009621546147403848,0.0009015826121860671,0.0010007851715766495,0.0018116169030216334,0.0017172473989872667,0.0019404872369825,0.0008403706026491441,0.0008063431607471302,0.0008565895765908462,0.001343601891496667,0.001288480062241598,0.001453326234371616
FALVATERRA,0.005934720921465179,0.005934720921465179,0.005934720921465179,0.00838290776920452,0.00838290776920452,0.00838290776920452,0.001788049413550465,0.001788049413550465,0.001788049413550465,0.0022835623671472773,0.0022835623671472773,0.0022835623671472773
FARA IN SABINA,0.009288740758122452,0.009748359053940645,0.006399596560127659,0.013998640966913837,0.014398053376513932,0.009227395207803087,0.009312791357759186,0.007518130282033056,0.004246926348166693,0.012443953000510845,0.01039931594543489,0.0057782000436932685
FARNESE,0.0002751884372135,0.0016903888075373,0.0014521716700602,0.0008385243239193,0.0027315565097372,0.0019819665838093,,,,,,
FERENTINO,0.006939963716465124,0.007368306333730463,0.006421166052878309,0.010147524620396961,0.010662757427025896,0.010871165127852791,0.004795735781440523,0.004896893265619451,0.004794503122155625,0.006215517574941746,0.006350097943511462,0.006826186067390031
FIAMIGNANO,0.006165271054179093,0.006165271054179093,0.006165271054179093,0.010073220846953964,0.010073220846953964,0.010073220846953964,0.0033955904177300224,0.0033955904177300224,0.0033955904177300224,0.005540405985762967,0.005540405985762967,0.005540405985762967
FIANO ROMANO,0.0009870877854766,0.0009967174451244,0.0001035426770045,0.0022882359559007,0.0023104826943608,0.0002192892791071,,,,,,
FILACCIANO,0.0001866755278451,0.0011873941712434,0.0019240734354914,0.0006890707403681,0.0020411110566964,0.0028084852902881,,,,,,
FILETTINO,0.0135318479067827,0.0001041501702296,0.0135318479067827,0.0227120458939358,0.0002558074356517,0.0227120458939358,,,,,,
FIUGGI,0.001369015919506,0.001369015919506,0.001369015919506,0.0020922958138509,0.0020922958138509,0.0020922958138509,0.001569684316337336,0.001569684316337336,0.001569684316337336,0.002250662997692628,0.002250662997692628,0.002250662997692628
FONDI,0.0120003963794405,0.011917949818797055,0.013132435721266673,0.015624949229428,0.0153077866484502,0.017565721310824605,0.013201688736950903,0.012251655315373498,0.015786059450868015,0.015647398769296512,0.014507854669219902,0.019107440557077766
FONTANA LIRI,0.005819096299040899,0.008490952931572834,0.0073733999565477335,0.0093484204556965,0.013895862614090667,0.011187146172432367,0.0063254421149589925,0.010316630632130772,0.008921929286482763,0.009796102924475554,0.015557022305405031,0.012540403286868826
FONTE NUOVA,0.00243768416835434,0.0027400928695952,0.0025718726784226603,0.00435234742173468,0.0049732126383386,0.00430156558753356,0.001586634992329231,0.0017141250719616519,0.0015997239911702355,0.0026475219163035984,0.0029427487451048925,0.0025485644311797544
FONTECHIARI,0.0062472665786675345,0.006506235295193866,0.009442927982570232,0.009925934071260868,0.010514360279143967,0.0139201735421464,0.005381927962152864,0.005449985988791819,0.00418414274659891,0.008368838184605865,0.008513203595154574,0.007053260504257822
FORANO,0.0025302079663904,0.0033193623286398998,0.002931958525934033,0.0033621135047414,0.004479303838202634,0.003862196525275,0.001823679369977026,0.0032175719631810573,0.002938255261520654,0.0021272825817410706,0.0038056123608802258,0.00340031335164461
FORMELLO,0.006752212592859287,0.006915600988063242,0.0057535114725865855,0.009353257023715072,0.00979550420438917,0.008648636269140144,0.006953175197303001,0.007073423848111678,0.006630206049756482,0.008426640539859588,0.008767632926862343,0.008573708513863796
FORMIA,0.008878076763535109,0.00777952773861029,0.00794663343758423,0.018584017954450312,0.015298560137211408,0.01764011612314009,0.008993425082729678,0.007136764595858145,0.008542999277778154,0.01836236168700844,0.01338413525358904,0.017816021094741827
FRASCATI,0.0021573344093823,0.0022184593671344,0.0018314311986189,0.0061462931452122,0.0061994032980774,0.0065325488024133,,,,,,
FRASSO SABINO,0.0017905132565059498,0.001141468366578727,0.00523029422827075,0.002460302941890775,0.0021738100875071252,0.006929768408761975,0.0015508481247114693,0.0013196568930772163,0.002601018604769204,0.001816812418589023,0.002221648129876715,0.003338967437009106
FROSINONE,0.006386554192413441,0.006119244265672392,0.006119312301057992,0.01220426912235712,0.011861796899630718,0.012109219643999651,0.0066044759985979095,0.006006430534923837,0.006376524942767464,0.011884511440388962,0.010665561157095405,0.01177936701874721
FUMONE,0.00470548793350616,0.00524934602460318,0.00470548793350616,0.00895502598326884,0.009234088209492262,0.00895502598326884,0.0020516123377368853,0.0037487414109570434,0.0020516123377368853,0.0035571395803757552,0.005940795477151517,0.0035571395803757552
GAETA,0.02526516914610325,0.02526516914610325,0.024501762231841202,0.0338295164191999,0.0338295164191999,0.0311273695629594,0.034723855177625995,0.034723855177625995,0.033682679637466774,0.045178515610195875,0.045178515610195875,0.041767083310066226
GALLESE,0.0036338230683174003,0.0023600270550264333,0.002087175408620367,0.003886724511960867,0.0033113793634606662,0.002778979963367933,0.0014185774426206336,0.0024544997509422777,0.002098554637863159,0.0015530769737979312,0.0035020464707005415,0.002899333467705325
GALLICANO NEL LAZIO,0.005300486115174425,0.00431924925980575,0.0039435771182225,0.012356044765029349,0.010666500533266425,0.00958309750142595,0.003912791517030421,0.003486709151505799,0.0032941329761677104,0.00880874317059608,0.007461232169568266,0.0069021714840195115
GALLINARO,0.0048498119306211685,0.0048498119306211685,0.009301566228015666,0.008271404917682936,0.008271404917682936,0.0124321456571278,0.005417044080954363,0.005417044080954363,0.004345810610356364,0.00884148159477593,0.00884148159477593,0.005554752648669775
GAVIGNANO,0.003759335709063238,0.0037485722345925823,0.003581350728730449,0.006438078317549401,0.0063502621287693855,0.0064322491024865905,0.002289325163112817,0.0022923656211896264,0.0019657057366604448,0.0038109781299131675,0.003741309464384922,0.0035871999656001924
GENAZZANO,0.030395983171926044,0.009866398992270719,0.010321997183913781,0.0331642738978493,0.014998383165954698,0.015244542375476181,0.026129459633432394,0.009369425271530457,0.00971579653943178,0.02720132961200747,0.013931412079238568,0.014084178217961959
GENZANO DI ROMA,0.005308162166550038,0.005293007467399687,0.0060232132553448,0.009212704662032162,0.009055184973724737,0.011074837030763937,0.0026485419878386415,0.0026373904837207218,0.003130709200071401,0.004741520093581282,0.004639765633919386,0.005561740243108066
GERANO,0.00102169875664545,0.01225152740848795,0.01225152740848795,0.0031571927028776503,0.0196814448627229,0.0196814448627229,0.000806401749971505,0.012242280378589078,0.012242280378589078,0.00231081852626,0.019888007285998068,0.019888007285998068
GIULIANO DI ROMA,0.004206792670192081,0.00431585859377956,0.004206792670192081,0.0055353821160732996,0.005883539235342601,0.0055353821160732996,0.0025441258608770658,0.0025812474204112653,0.0025441258608770658,0.003041622537819481,0.003178958375395785,0.003041622537819481
GORGA,0.00420497418878655,0.00420497418878655,0.0091646496614726,0.007008143045991001,0.007008143045991001,0.014968153585565698,0.005677877177017562,0.005677877177017562,0.0014791144106248853,0.0091753398351972,0.0091753398351972,0.0020556334753664687
GRADOLI,0.00028184025571345,0.00028184025571345,0.00028184025571345,0.0009298920604406001,0.0009298920604406001,0.0009298920604406001,0.00016077178601439326,0.00016077178601439326,0.00016077178601439326,0.00039113993320173505,0.00039113993320173505,0.00039113993320173505
GRAFFIGNANO,0.0027133684936622247,0.0020953233892767502,0.0033314135980477,0.004274474919473925,0.003392259798014075,0.005156690040933775,0.001118283889212835,0.0019603219712287716,0.002362910456990875,0.0017573433429588555,0.0023368698246530708,0.0032440121658296665
GRECCIO,0.00295413304144968,0.00295413304144968,0.00275506961213164,0.00607641262601758,0.00607641262601758,0.00516142537679488,0.0021934620072604797,0.0021934620072604797,0.0021553822712384284,0.004568075025712799,0.004568075025712799,0.004474769151929605
GROTTAFERRATA,0.005120104893422701,0.005072501353836375,0.00531221535900605,0.015153562441274613,0.015499504718021449,0.014985184577966139,0.0032817203596477423,0.0032903004436899697,0.003364338641777206,0.009766303569107048,0.009631940595448302,0.00924081760014295
GROTTE DI CASTRO,0.0006367084760883,0.0007237332330977,0.0006367084760883,0.0014107528968322,0.0014107528968322,0.0014107528968322,,,,,,
GUARCINO,0.001601420281235598,0.002471087172621856,0.002471087172621856,0.0027528347772798004,0.004475453092178375,0.004475453092178375,0.0011433207021257184,0.0018430455377716761,0.0018430455377716761,0.0020560350628311156,0.003280193913174368,0.003280193913174368
ISCHIA DI CASTRO,0.0001023391987867,0.0002605240700184,9.352146103227784e-05,0.0001291486842826,0.0006724638388511,0.0001336020871889,,,,,,
ISOLA DEL LIRI,0.005763144483745401,0.005816535239297228,0.004982177204961815,0.011309126124752586,0.011956814318239957,0.01018705459323473,0.0030879011799934777,0.002866165402253634,0.002521977241127713,0.005399287784751579,0.0054073098181230605,0.004949373033522227
ITRI,0.00957804155583002,0.009488417511563341,0.00928967840540448,0.017378554959868543,0.01691763985054116,0.01665016795730852,0.011223051064567382,0.01101998910915821,0.011122137636600252,0.01858220532663311,0.018158011263456116,0.018263057750500186
JENNE,0.0125115820489947,0.0150428099193171,0.0125115820489947,0.0220933383138736,0.0235848025472286,0.0220933383138736,,,,,,
LABICO,0.0020514442588462,0.0019799267893172,0.0020368438065894,0.00329129084903725,0.0030197719233693,0.00300003467928315,0.0020467390079278364,0.0020344550068360574,0.002044231201476561,0.0030967726906858143,0.0030817432380818998,0.0031358208474818326
LABRO,0.0040053108864396,0.0040053108864396,0.01649396145238025,0.00563594138147825,0.00563594138147825,0.0201565540164865,0.0014027326211800588,0.0014027326211800588,0.012784282130270185,0.0017393269192995942,0.0017393269192995942,0.014937959067561199
LADISPOLI,0.0072959155339253805,0.00764105459287526,0.00783401854226872,0.01151949902113992,0.01244002108484548,0.01294117317775014,0.007209842195213609,0.007647144359164398,0.007848721964302278,0.011059658113578334,0.011981551725026334,0.012330595906464197
LANUVIO,0.008956099899899789,0.006070463423671738,0.0055337488587858625,0.013487054637615964,0.010204105161282263,0.009547076540922026,0.004891504073964123,0.00341193871108674,0.003121063027246808,0.0070246351174146114,0.005584596187672094,0.005080910870859036
LARIANO,0.0009679058156074,0.0010542936711126,0.0008659892530917,0.0023820735025853,0.0019976249309655,0.0022815640720965,,,,,,
LATERA,0.001933011077365,0.001933011077365,0.001933011077365,0.0028038827675455,0.0028038827675455,0.0028038827675455,,,,,,
LENOLA,0.0034187178384024568,0.0034364657975227858,0.005431548496181843,0.005641953402711957,0.005807404615304643,0.009003263936259399,0.0016156172603511688,0.001610834143042817,0.002518027645596314,0.0031350029039467573,0.0025053939595982163,0.004218793192945456
LEONESSA,0.008871128644863701,0.008871128644863701,0.008871128644863701,0.011897793558524779,0.011897793558524779,0.011897793558524779,0.005823987412184221,0.005823987412184221,0.005823987412184221,0.006548699810049469,0.006548699810049469,0.006548699810049469
LICENZA,0.004442197754103037,0.0042539827444959,0.03276913182842895,0.00871880687043825,0.008086803469946599,0.04139891826923715,0.006152396781289458,0.00585013354488913,0.03667544801995872,0.011408551887895716,0.010741284345113131,0.04668974889890922
LONGONE SABINO,0.00881514920834125,0.00881514920834125,0.014923305497959076,0.0135431531737655,0.0135431531737655,0.021084484348697502,0.006914251320676969,0.006914251320676969,0.006508780255727668,0.010432920625141963,0.010432920625141963,0.009205489566891087
LUBRIANO,0.0002123123813439,0.0002123123813439,0.0018350916317558,0.0007341026394564,0.0007341026394564,0.0032003575742595,,,,,,
MAENZA,0.0031133991056290513,0.003207259192158337,0.003207259192158337,0.005238256893190767,0.005415011012902867,0.005415011012902867,0.0027274662908567124,0.002804833509511005,0.002804833509511005,0.004716125936548226,0.004862520719091393,0.004862520719091393
MAGLIANO ROMANO,3.248932456794853e-05,0.0001060544380539,0.0001060544380539,5.41488742799142e-05,0.0001276366322312,0.0001276366322312,,,,,,
MAGLIANO SABINA,0.00429487773258985,0.004208301684179484,0.0048735304772441835,0.00644037657236375,0.006262513260763516,0.0077739104401447,0.0031446694395287455,0.0030846989049807877,0.0033800391728952624,0.0048953322949691225,0.004604114930147194,0.005334992443415862
MANDELA,0.0002865590368255962,0.0002865590368255962,0.0018146203618203,0.00058397487197665,0.00058397487197665,0.0032765657667255003,0.0002680446495071877,0.0002680446495071877,0.0003460118469994594,0.0005426314131333771,0.0005426314131333771,0.0006742469241713025
MANZIANA,0.00392154534811545,0.00417618124481635,0.00446955577518535,0.006434839807675424,0.007186302607429725,0.0084592301338538,0.004730006610980356,0.004940565380864486,0.0045334052741327615,0.006808652272140097,0.0076293458536536565,0.007575632547834766
MARANO EQUO,0.0003859246434178,0.0004897781188891,0.0023266597550021,0.0013248797282341,0.0016311691277721,0.0042666825656572,,,,,,
MARCELLINA,0.0026108662852265666,0.0029586310878792,0.0028207776145082416,0.0038316952817625664,0.004501502929394333,0.004345971311610766,0.002671066225976417,0.0029977563724311717,0.0027871565472998975,0.0035684246357776343,0.00432456596337409,0.004024376195082872
MARCETELLI,0.0297284884949199,0.0263370602724464,0.0300077976571788,0.0517618814461391,0.0487723338378637,0.0500108607041492,,,,,,
MARINO,0.00432522361991755,0.0029530378748001,0.0031104304141826,0.00967555875131,0.006817675192497151,0.0067463540383639,0.003535103329114143,0.0024834336777732322,0.002576016872096791,0.00805606689464439,0.005765064316334977,0.0050866159139128725
MARTA,0.0001898695439155,0.0001898695439155,0.0001898695439155,0.000655341688219,0.000655341688219,0.000655341688219,,,,,,
MAZZANO ROMANO,0.0004676150199466,0.0004676150199466,0.0004676150199466,0.0018669040720301,0.0018669040720301,0.0018669040720301,,,,,,
MENTANA,0.00221577583323886,0.00189073187742442,0.0018108525545182086,0.0053312850460432,0.004127136512508,0.0039023784589875205,0.003057233306077431,0.00260282311192391,0.0024527163891413925,0.007479098615753204,0.005896754003599219,0.005565997229613231
MICIGLIANO,0.0083870253260403,0.0084560070285163,0.0089043880946103,0.0139081164019898,0.0141157002288851,0.0145468358693601,,,,,,
MINTURNO,0.0038408005766458727,0.004134048264297627,0.0037082131600594728,0.007231438331493299,0.007684733976077044,0.006903787412568672,0.0014614694821065933,0.001631318758298348,0.00111902087540624,0.0029300963282273672,0.003234855999057818,0.0024589905931668215
MOMPEO,0.0047905311214651,0.0047905311214651,0.0147818387687496,0.007361753545120151,0.007361753545120151,0.0223505032012858,0.002480887430874739,0.002480887430874739,0.011190688058713025,0.0034298767452501846,0.0034298767452501846,0.0154372715602234
MONTALTO DI CASTRO,0.017503021948309876,0.017103875676488224,0.009918887966326213,0.019478985582275475,0.018500806440845376,0.014792295403325526,0.014055042701822597,0.013790335946887545,0.0058994241936996,0.016322033993654485,0.015665620618184353,0.009710100134162137
MONTASOLA,0.0062680952190353675,0.001643854628101904,0.005546610004162467,0.010561582405284932,0.0031506552094597087,0.009101979441486167,0.001863941452744089,0.0016781167300736705,0.0017074597036471257,0.002277110903346486,0.0030947276131815115,0.001972634123529942
MONTE COMPATRI,0.006746003723135424,0.005045725823550792,0.004062806320333825,0.011559907019467276,0.008782414518131417,0.007636756547307082,0.003634467130434424,0.003162268132478692,0.0020805289738037615,0.006684649183367231,0.005697161397807247,0.003502613976219358
MONTE PORZIO CATONE,0.00101799516797348,0.00154434643338398,0.00150703276065574,0.0018853842819355,0.0031368158223605397,0.0031760318690327604,0.0007610822588149518,0.00157369359969318,0.0015181438112680933,0.0012900100333930618,0.0029992922838975515,0.002998161798776041
MONTE ROMANO,0.0001135064329141,0.0001135064329141,0.0001232754291895,0.0003023736942385,0.0003023736942385,0.00037990541071,,,,,,
MONTE SAN BIAGIO,0.0056531468313639885,0.006026843355256755,0.006770120785551623,0.008254821370342055,0.009011071291923956,0.01027359161715568,0.004926716945090384,0.004947146003179088,0.0036050203871870225,0.007541503651474296,0.007547699824850281,0.005784460425204356
MONTE SAN GIOVANNI CAMPANO,0.00320164548634177,0.0033771468086609777,0.003326230432766481,0.0048663035538827025,0.005116020752991656,0.005142780571130933,0.0010843295702708748,0.0011609208978620995,0.0018155733260938047,0.0015631134516412683,0.001739330581500551,0.0025940902540641285
MONTE SAN GIOVANNI IN SABINA,0.003409671601436983,0.003409671601436983,0.03908034154538754,0.005953380638051901,0.005953380638051901,0.04920598560453037,0.0026115516028492997,0.0026115516028492997,0.01596960449194932,0.004177179376371898,0.004177179376371898,0.015758153520536902
MONTEBUONO,0.002894655699824894,0.002848235875027387,0.017703983722148032,0.005408739647587223,0.005563113058623667,0.026911555926865185,0.001693096160203581,0.0016473900607941801,0.006993415453022057,0.003102168529404323,0.003136577544759748,0.010681292554304212
MONTEFIASCONE,0.00172161628126532,0.0016997137311044598,0.0018297250974902,0.00296937367107298,0.00291250563367136,0.00354453639204892,0.0008819047702437994,0.0008591404693797034,0.0012143556007817853,0.0010731573554114738,0.00097752490980556,0.0019304413425685547
MONTEFLAVIO,,0.0001241044708193,0.0001241044708193,,0.0004796308050989,0.0004796308050989,,,,,,
MONTELANICO,0.009042109991435749,0.008754055523981492,0.008754055523981492,0.01155182354121405,0.011408614270555001,0.011408614270555001,0.012617508507201666,0.012293048253189599,0.012293048253189599,0.01595674006954101,0.01592694132789227,0.01592694132789227
MONTELEONE SABINO,0.00189157776192295,0.002330822527626415,0.002330822527626415,0.0031158755857335,0.0037545497163877,0.0037545497163877,0.0007772545388764348,0.003193890880022225,0.003193890880022225,0.0013099285648696614,0.004883110337720503,0.004883110337720503
MONTELIBRETTI,0.00402583449335472,0.00420927899702748,0.00449070714271894,0.00644716469056736,0.006620582716287659,0.007536954191593839,0.0028358692446218635,0.0031326835115369415,0.004813603081512384,0.0042840232099109875,0.004380475724381366,0.00604723804998581
MONTENERO SABINO,0.007685789163878032,0.007685789163878032,0.017544732521209364,0.014257864057753167,0.014257864057753167,0.027532481547949867,0.0026345277613388355,0.0026345277613388355,0.00474674376102437,0.005283842260578389,0.005283842260578389,0.00780033527483133
MONTEROSI,0.0006936519869596501,0.00077779927176865,0.00077779927176865,0.0017896025258962499,0.00201951775170165,0.00201951775170165,0.0008324092846778487,0.0009248932135954349,0.0009248932135954349,0.0020688188320076607,0.002318631975900985,0.002318631975900985
MONTEROTONDO,0.00160077473577385,0.0014483361272332501,0.0014115551065378,0.0032663803733234,0.00301919572655175,0.0032576807545097505,0.0010233963968658685,0.0009222529078196869,0.0009083641417126471,0.002196561613361207,0.0019995179836635652,0.002193755925059035
MONTOPOLI DI SABINA,0.0039491907467957,0.005562017254570611,0.005392959685072833,0.006355104754605766,0.009102415317831156,0.008383688291894266,0.0029098037371665616,0.004253449137159888,0.0042953315483891565,0.004405433868273988,0.006707404271317899,0.006626170017277431
MONTORIO ROMANO,0.0002815032620352,0.000220890820806,0.0001901428185498,0.0007834261111254,0.0005536996574871,0.0003887678446186,,,,,,
MORICONE,0.0001026903546378,0.000100340460939,5.381256570268328e-05,0.0004112313972912,0.0003955654392992,0.0002780707543588,,,,,,
MORLUPO,0.0035421077227462197,0.0031803991883315903,0.00338939799764122,0.0067418965551132495,0.00589148213619628,0.00639541383389864,0.0018664365790445872,0.0017493291116067744,0.002177019907492814,0.003264689935879214,0.002981098082670379,0.003804951919204798
MOROLO,0.0024101523018109,0.0022053548390202223,0.0020005573762296026,0.003638451297399955,0.0036887747513224775,0.0037390982052450117,0.001657953847457986,0.001182530523170835,0.0010363012023831158,0.0024533437338505695,0.0018392558807334832,0.0018054149316867971
MORRO REATINO,0.0083929961639478,0.009980260334070434,0.0166111438319206,0.012920523629847233,0.015678953192534466,0.026096968917440264,0.0010942862873962857,0.0025812063966362897,0.007953563879170428,0.0023506350479780384,0.0029666945847288055,0.00932985564370938
NAZZANO,0.004097641669969033,0.004097641669969033,0.0071063022597571334,0.007521706138010533,0.007521706138010533,0.010761712453255032,0.006474851857223259,0.006474851857223259,0.009852354655106393,0.011464795082004356,0.011464795082004356,0.015100307616091626
NEMI,0.00387004024248156,0.00387004024248156,0.00382818123884242,0.006659373323700521,0.006659373323700521,0.00653094199063992,0.00460848105330249,0.00460848105330249,0.004570054005250071,0.006919111521350825,0.006919111521350825,0.006843921760003732
NEPI,0.009671166040941018,0.010933461889782144,0.009247290806780764,0.013194126538180055,0.016458243697571345,0.0120533231095659,0.00940791461759175,0.010573330414337926,0.008981818205422095,0.012318380112474405,0.014966454189751437,0.011400024997141798
NEROLA,0.0057891307210279795,0.0057891307210279795,0.0057891307210279795,0.0095851211625455,0.0095851211625455,0.0095851211625455,0.004148844273312552,0.004148844273312552,0.004148844273312552,0.0069592907291817704,0.0069592907291817704,0.0069592907291817704
NESPOLO,0.0324268432369686,0.0064100156418803,0.0319148035319505,0.0478805555866573,0.011556799604453,0.0474463405726172,,,,,,
NETTUNO,0.0029551844117419,0.003285182866044,0.0031268246579632,0.0054489906843371,0.0054970139029725,0.0064653725034004,,,,,,
NORMA,0.0003438417234744,0.0004572780911503,0.0003438417234744,0.000948574008824,0.0013868806197978,0.000948574008824,,,,,,
OLEVANO ROMANO,0.0002065722504351,0.0002065722504351,0.0002065722504351,0.0006850064263134,0.0006850064263134,0.0006850064263134,,,,,,
ONANO,0.000299358648017,0.0032061906941233,0.0031373084181493,0.0009556640090097,0.0039653850763458,0.0044432170808507,,,,,,
ORIOLO ROMANO,0.0022365833515366,0.0021250494496202503,0.0035340645336443,0.00397991620350505,0.00381130717190855,0.007166563523778299,0.002800010638576474,0.0027004066924372996,0.003964589626354065,0.0048863815493566986,0.004709771530363324,0.007620258814954087
ORTE,0.0038001537965248835,0.004104968704235066,0.003574056952861683,0.005987586750754066,0.0062970827277689335,0.005887363141784716,0.0029133406799971397,0.0032549262941326154,0.0028486496666950377,0.004185855701319597,0.004833995471935658,0.004312671495055283
ORVINIO,0.0111334483397376,0.0110609855578451,0.0107078336093115,0.0145619651734181,0.0148673638710494,0.0142426847168036,,,,,,
PAGANICO SABINO,0.004078141181857,0.0069001061607833,0.0124967670235115,0.0058397027934927,0.0107143282281958,0.0175289561086292,,,,,,
PALESTRINA,0.007392522097308214,0.0076474309521650284,0.007669715331501051,0.01241752823626196,0.012510533998315044,0.012141564214270584,0.003676519282398297,0.003920987444951002,0.004311042076737201,0.005710671277168399,0.006113450488849941,0.0066657541535242995
PALIANO,0.005540333982605738,0.006059171158549975,0.0067209382532896,0.01034919906848765,0.01050465506130055,0.011511583079787412,0.003927044885850327,0.004228112920484025,0.004707404176440858,0.007381522563428977,0.006914000687380068,0.006939791381669055
PALOMBARA SABINA,0.004552788330239357,0.004360218824112974,0.004461225168744243,0.006166417780198644,0.005696589659806986,0.0060446317767168575,0.0053394508307626504,0.005202259447958749,0.005250098716232624,0.006182174440649048,0.005853555896047425,0.006033740790633589
PASTENA,0.00593536914080845,0.00593536914080845,0.00593536914080845,0.0097840802439838,0.0097840802439838,0.0097840802439838,0.008219945643892983,0.008219945643892983,0.008219945643892983,0.013245741476823626,0.013245741476823626,0.013245741476823626
PATRICA,0.004848787075231656,0.0063724131199787435,0.0063791690348877364,0.008327360732368106,0.011360103210224707,0.01136802923996745,0.0026526506549995454,0.003986399764178927,0.003988789763177935,0.004408521776234233,0.006601358637999557,0.006594126466251034
PERCILE,0.0014371886599058,0.0013712660109239,0.0051071324935667,0.0023035471093095,0.0020975388312412,0.0065860222230936,,,,,,
PESCOROCCHIANO,0.011017975716965582,0.014548701077042706,0.011167104777431575,0.01704525362213278,0.02121867816988108,0.017452515490533803,0.00693632547033531,0.007841188276639162,0.007008326433874804,0.009858838998531346,0.011741441475828049,0.009966001314053162
PESCOSOLIDO,0.003322042509558925,0.002570783483183992,0.008542634601179724,0.0065391363813877244,0.004665412506841175,0.012118868690015801,0.0035989519002895608,0.002591381791232899,0.005773321350193547,0.006846754787189451,0.004227619131252111,0.0071668269189724045
PETRELLA SALTO,0.008143309459332709,0.008197712881637887,0.008383101585307612,0.012540860191894338,0.012577155806188175,0.012622013661396812,0.004522852218855452,0.004500907176495391,0.004646144186724706,0.006972198961160752,0.006664307226986176,0.006710362536931366
PIANSANO,0.000305396829495049,0.000305396829495049,0.000305396829495049,0.0004168502291894,0.0004168502291894,0.0004168502291894,0.00030801201509096003,0.00030801201509096003,0.00030801201509096003,0.00039624061873376704,0.00039624061873376704,0.00039624061873376704
PICINISCO,0.008249668834059917,0.008249668834059917,0.007368584748432825,0.013468267931747126,0.013468267931747126,0.011850644396738925,0.006486537483248269,0.006486537483248269,0.0007262569064331891,0.009535715886638756,0.009535715886638756,0.0014856366322314656
PICO,0.008283349872523698,0.008283349872523698,0.008283349872523698,0.01364519574544307,0.01364519574544307,0.01364519574544307,0.006936228636331698,0.006936228636331698,0.006936228636331698,0.011509781539550956,0.011509781539550956,0.011509781539550956
PIEDIMONTE SAN GERMANO,0.0038308754623148427,0.004203973745124429,0.0035600271442870965,0.0061395670504834285,0.006868946077791286,0.005890832795225715,0.003179689056716276,0.003412729659496408,0.00297342356160486,0.0044171270849981585,0.0050670463627739675,0.004484194506688924
