Comune,Nucleo_ID,Popolazione,SI_mean_km,SI_St.Dv_km,SI_mean_min,SI_St.Dv_min,SP_mean_km,SP_St.Dv_km,SP_mean_min,SP_St.Dv_min,SS_mean_km,SS_St.Dv_km,SS_mean_min,SS_St.Dv_min,IC_mean_km,IC_St.Dv_km,IC_mean_min,IC_St.Dv_min
SCANDRIGLIA,5706410002.0,1394.0,4.912,,7.033333333333334,,0.45099999999999996,,0.9333333333333332,,0.36,,0.7333333333333333,,12.718,,21.95,
SCANDRIGLIA,5706410003.0,299.0,3.921,,5.533333333333333,,9.284,,13.333333333333334,,9.193,,13.333333333333334,,18.704,,29.116666666666667,
SCANDRIGLIA,5706420004.0,145.0,3.458,,6.233333333333333,,4.004,,7.1,,3.913,,6.95,,11.751,,19.483333333333334,
SCANDRIGLIA,5706420003.0,317.0,3.876,,6.15,,6.364,,9.316666666666666,,6.273,,9.133333333333333,,15.784,,25.083333333333332,
SELCI,5706510001.0,700.0,1.356,,3.6333333333333337,,1.533,,3.4333333333333327,,4.599,,7.6833333333333345,,4.599,,7.6833333333333345,
SELCI,5706520001.0,66.0,1.197,,2.783333333333333,,2.189,,3.533333333333333,,3.039,,5.166666666666667,,3.039,,5.166666666666667,
SELCI,5706520002.0,33.0,2.0,,5.133333333333334,,1.776,,4.066666666666666,,4.843,,8.466666666666667,,4.843,,8.466666666666667,
STIMIGLIANO,5706610001.0,1085.0,1.359,,20.466666666666665,,9.183,,38.88333333333333,,0.073,,0.9833333333333332,,,,,
STIMIGLIANO,5706610002.0,918.0,0.285,,4.6,,7.675,,14.683333333333335,,1.612,,31.933333333333334,,,,,
STIMIGLIANO,5706620002.0,47.0,1.8279999999999998,,25.516666666666666,,9.39,,19.05,,4.772,,33.733333333333334,,,,,
STIMIGLIANO,5706626603.0,27.0,2.005,,24.25,,9.829,,42.68333333333333,,0.987,,16.35,,,,,
TARANO,5706710001.0,264.0,4.722,,6.633333333333334,,0.173,,0.4,,1.923,,3.1,,1.923,,3.1,
TARANO,5706710004.0,205.0,1.818,,3.0166666666666666,,2.819,,3.35,,4.665,,6.4333333333333345,,4.665,,6.4333333333333345,
TARANO,5706710002.0,88.0,3.324,,5.25,,1.597,,3.4,,3.4429999999999996,,5.8,,3.4429999999999996,,5.8,
TARANO,5706710003.0,198.0,0.211,,0.8333333333333334,,4.851,,7.666666666666667,,6.697,,10.266666666666667,,6.697,,10.266666666666667,
TARANO,5706720003.0,31.0,4.032,,5.95,,3.184,,6.033333333333333,,4.935,,8.566666666666666,,4.935,,8.566666666666666,
TOFFIA,5706810001.0,780.0,0.383,,1.35,,0.219,,1.8333333333333333,,13.172,,18.816666666666666,,5.73,,9.033333333333333,
TOFFIA,5706826601.0,29.0,2.017,,3.3,,1.84,,2.9,,11.112,,14.333333333333334,,7.363999999999999,,10.983333333333333,
TORRICELLA IN SABINA,5706910001.0,146.0,4.804,,12.616666666666667,,4.48,,11.666666666666666,,4.243,,11.383333333333333,,4.243,,11.383333333333333,
TORRICELLA IN SABINA,5706910004.0,470.0,0.299,,0.7,,0.025,,0.03333333333333333,,0.129,,0.36666666666666664,,0.129,,0.36666666666666664,
TORRICELLA IN SABINA,5706910002.0,109.0,8.126,,10.766666666666667,,7.801,,10.05,,7.696999999999999,,9.733333333333333,,7.696999999999999,,9.733333333333333,
TORRICELLA IN SABINA,5706920001.0,28.0,2.169,,4.1,,1.845,,3.4166666666666665,,1.741,,3.316666666666667,,1.741,,3.316666666666667,
TORRICELLA IN SABINA,5706920002.0,54.0,1.216,,2.9,,0.8910000000000001,,2.2,,0.654,,1.7666666666666666,,0.654,,1.7666666666666666,
TORRICELLA IN SABINA,5706910003.0,163.0,6.01,,9.016666666666667,,5.685,,8.083333333333334,,5.581,,7.733333333333333,,5.581,,7.733333333333333,
TORRICELLA IN SABINA,5706920004.0,32.0,1.051,,2.466666666666667,,0.727,,1.75,,0.623,,1.5833333333333333,,0.623,,1.5833333333333333,
TORRICELLA IN SABINA,5706926603.0,28.0,4.442,,6.566666666666667,,4.118,,5.533333333333333,,4.013,,5.483333333333333,,4.013,,5.483333333333333,
TORRI IN SABINA,5707010001.0,57.0,7.275,,9.983333333333333,,7.98,,13.466666666666667,,7.803,,13.183333333333334,,7.803,,13.183333333333334,
TORRI IN SABINA,5707010002.0,465.0,0.377,,1.35,,5.783,,8.016666666666667,,5.835,,8.133333333333333,,5.835,,8.133333333333333,
TORRI IN SABINA,5707026603.0,30.0,9.859999999999998,,13.5,,7.104,,9.85,,7.157,,9.916666666666666,,7.157,,9.916666666666666,
TORRI IN SABINA,5707026601.0,28.0,2.023,,3.066666666666667,,5.543,,9.466666666666667,,5.595999999999999,,9.583333333333334,,5.595999999999999,,9.583333333333334,
TORRI IN SABINA,5707026604.0,25.0,2.532,,4.883333333333334,,5.745,,10.6,,5.797999999999999,,10.65,,5.797999999999999,,10.65,
TURANIA,5707110001.0,213.0,28.623,,37.666666666666664,,12.722,,19.833333333333332,,28.112,,38.61666666666667,,28.112,,38.61666666666667,
VACONE,5707210001.0,151.0,7.22,,10.416666666666666,,7.713,,14.733333333333333,,9.44,,14.083333333333334,,12.678,,17.066666666666666,
VARCO SABINO,5707310001.0,26.0,18.218,,31.083333333333332,,15.646000000000003,,26.266666666666666,,15.31,,25.766666666666666,,15.31,,25.766666666666666,
VARCO SABINO,5707310002.0,25.0,17.486,,29.866666666666664,,21.886999999999997,,37.56666666666667,,21.552,,37.0,,21.552,,37.0,
VARCO SABINO,5707310003.0,65.0,14.338,,24.8,,18.309,,31.233333333333334,,17.973,,30.116666666666667,,17.973,,30.116666666666667,
AFFILE,5800110001.0,1297.0,0.119,,0.5166666666666667,,0.478,,1.3833333333333333,,0.478,,1.3833333333333333,,12.538,,19.333333333333332,
AFFILE,5800126701.0,28.0,8.328,,12.283333333333333,,2.534,,4.816666666666667,,2.534,,4.816666666666667,,10.040000000000001,,14.55,
AGOSTA,5800210001.0,1010.0,1.566,,4.75,,1.566,,4.75,,1.544,,4.666666666666667,,9.648,,12.516666666666667,
AGOSTA,5800210002.0,389.0,4.3,,6.400000000000001,,4.3,,6.400000000000001,,4.277,,6.466666666666667,,7.022999999999999,,9.533333333333333,
AGOSTA,5800220002.0,142.0,2.391,,4.65,,2.391,,4.65,,2.368,,4.816666666666666,,8.279,,10.966666666666667,
AGOSTA,5800220003.0,47.0,3.493,,6.516666666666666,,3.493,,6.516666666666666,,3.471,,6.450000000000001,,7.361,,9.8,
ALBANO LAZIALE,5800310001.0,27443.0,4.5885,1.671943868675022,9.4,2.0972998513962344,4.361400000000001,1.7793606436020777,9.083333333333334,2.3995080514323948,4.481999999999999,1.4890725301341101,9.93888888888889,1.6660276552771107,4.378666666666667,1.5650001064962689,9.555555555555555,1.3275220581274028
ALBANO LAZIALE,5800310002.0,9433.0,4.440333333333333,2.2607477229152897,10.716666666666667,4.635251401548309,4.939,2.134729022616219,11.416666666666668,4.662661972164256,4.783666666666667,3.0728466172806823,12.3,6.379916404885987,4.680666666666666,2.989323390557357,12.016666666666667,6.140507579454106
ALBANO LAZIALE,5800320002.0,1096.0,4.163833333333333,1.7901997002196899,8.294444444444444,3.772291768300165,4.279,1.9969755882333664,8.613333333333333,4.172918642868561,4.961666666666666,1.5226990291365308,10.03888888888889,4.1239252247415035,4.923666666666667,1.327978287975121,10.122222222222224,3.494810968236151
ALBANO LAZIALE,5800320007.0,38.0,4.6855,1.9050454850212895,9.075,3.9716040700060837,4.832400000000001,2.119797820547988,9.413333333333334,4.384606912572412,5.5360000000000005,1.6017680855854257,11.03888888888889,4.545520790763065,5.497999999999999,1.4136933896711832,10.972222222222221,3.6505834135462876
ALBANO LAZIALE,5800320008.0,87.0,3.9703333333333326,1.2087882637859562,8.42222222222222,1.7412213678483994,3.8369999999999997,1.3212456244014583,8.3,1.9701945758393171,4.078333333333333,0.8781004118740252,9.283333333333335,0.8621678104251705,3.975333333333333,0.9746021410469675,9.072222222222221,0.48486347830352483
ALBANO LAZIALE,5800320014.0,134.0,4.6003333333333325,2.0129609699809548,9.266666666666667,4.255858706927819,4.9754,1.996795132205605,9.853333333333333,4.289220985991124,5.28,2.845547223294669,10.855555555555556,5.764097051127332,5.177,2.76249687782629,10.711111111111112,5.646762428677687
ALBANO LAZIALE,5800320010.0,81.0,5.2348333333333334,2.0619234143553116,10.225,4.505512056236104,5.5948,2.0784197602986745,10.829999999999998,4.57082231843097,6.639,3.574129684272802,11.844444444444443,5.626631450653356,5.887333333333332,2.7619213119372774,11.894444444444442,5.659906097899244
ALBANO LAZIALE,5800320011.0,51.0,5.777,2.6181528603196567,10.527777777777779,4.693395675091007,5.8466000000000005,2.2937224766741076,11.07,4.972639026602362,6.766333333333334,3.1966955334115466,12.0,5.415333169190363,6.865,3.3803732042483117,12.294444444444444,5.5557861063272815
ALLUMIERE,5800410001.0,3213.0,0.519,,2.05,,0.828,,3.2333333333333334,,1.01,,3.2,,4.568,,8.55,
ALLUMIERE,5800410002.0,429.0,2.154,,4.583333333333333,,1.845,,3.5,,2.48,,4.216666666666667,,3.313,,6.25,
ANGUILLARA SABAZIA,5800510001.0,14440.0,2.3026666666666666,0.1574240557644648,5.611111111111112,0.6596154884420111,2.2550000000000003,0.11722201158485546,5.205555555555556,0.9798431469335247,2.114,,4.583333333333333,,2.114,,4.583333333333333,
ANGUILLARA SABAZIA,5800510002.0,206.0,5.6499999999999995,1.7658799506195204,8.950000000000001,2.916047553338822,5.602333333333334,1.7949998142989692,8.555555555555555,2.642932574356106,4.668,,7.683333333333334,,4.668,,7.683333333333334,
ANGUILLARA SABAZIA,5800520001.0,257.0,4.8566666666666665,1.5327708026098792,8.427777777777779,2.2164995759914703,4.809,1.5698882125807556,8.105555555555556,2.071656163377325,3.887,,6.566666666666666,,3.887,,6.566666666666666,
ANGUILLARA SABAZIA,5800520007.0,172.0,4.656333333333333,1.7081760252776448,8.761111111111111,2.8965656548044256,4.583666666666667,1.7205224012878568,8.472222222222223,3.040939791382726,5.369,,9.1,,5.369,,9.1,
ANGUILLARA SABAZIA,5800520008.0,175.0,4.089333333333332,1.7081760252776448,7.9,2.9303488605359678,4.016666666666667,1.7205224012878568,7.5777777777777775,3.1177953986989184,4.802,,8.183333333333334,,4.802,,8.183333333333334,
ANGUILLARA SABAZIA,5800520009.0,58.0,3.5473333333333334,1.7081760252776448,6.9111111111111105,2.968835037768431,3.4746666666666672,1.7205224012878568,6.594444444444445,3.1187752819430994,4.26,,7.216666666666667,,4.26,,7.216666666666667,
ANGUILLARA SABAZIA,5800520005.0,77.0,12.854000000000001,0.2991253917673986,16.944444444444443,0.43917009275492674,12.679333333333336,0.4982542858153183,16.355555555555554,0.9662834489443065,12.917,,16.483333333333334,,12.917,,16.483333333333334,
ANGUILLARA SABAZIA,5800520006.0,44.0,8.145999999999999,0.29912539176739905,11.516666666666666,0.6062177826491074,7.971666666666667,0.49772917669484995,11.033333333333333,1.0610529361598007,8.209,,11.083333333333334,,8.209,,11.083333333333334,
ANGUILLARA SABAZIA,5800520004.0,1732.0,10.687000000000001,0.2991253917673995,14.5,0.6251666444503685,10.512333333333334,0.4982542858153183,13.927777777777779,1.13704457712544,10.75,,13.833333333333334,,10.75,,13.833333333333334,
ANGUILLARA SABAZIA,5800520003.0,343.0,7.171000000000001,0.29912539176739905,10.377777777777778,0.5538585191718727,6.996333333333333,0.4982542858153187,9.922222222222222,0.9704428160686545,7.234000000000001,,9.883333333333333,,7.234000000000001,,9.883333333333333,
ANGUILLARA SABAZIA,5800526702.0,26.0,3.790666666666667,0.8120254511610664,8.055555555555555,1.2802271210537144,3.7426666666666666,0.8395054099488181,7.705555555555555,1.064755231827345,3.237,,6.75,,3.237,,6.75,
ANTICOLI CORRADO,5800610001.0,794.0,6.671,,14.316666666666666,,0.375,,1.2333333333333334,,0.375,,1.2333333333333334,,,,,
ARCINAZZO ROMANO,5800810001.0,311.0,8.787,,10.75,,4.2355,4.3819407230130345,5.508333333333334,5.267945519839778,7.321000000000001,,9.216666666666667,,8.53,,11.566666666666666,
ARCINAZZO ROMANO,5800810002.0,868.0,2.914,,6.133333333333334,,4.5755,5.52179685428575,6.3,6.175399222362515,0.658,,1.8999999999999997,,15.872,,20.066666666666666,
ARICCIA,5800910001.0,17796.0,3.1347999999999994,0.8209541400102687,6.616666666666666,1.4069273060270187,2.9874,0.95645820609162,5.9766666666666675,1.7186315615757919,2.144,,4.183333333333334,,2.144,,4.183333333333334,
ARICCIA,5800926702.0,41.0,3.686,1.3033059886304523,7.733333333333334,1.9516019061273742,3.5386,1.423423443673737,7.083333333333334,2.3456520060173744,2.46,,4.866666666666666,,2.46,,4.866666666666666,
ARSOLI,5801010001.0,1260.0,0.4660000000000001,,1.45,,0.158,,0.7333333333333333,,0.025,,0.11666666666666667,,,,,
ARTENA,5801110001.0,9909.0,3.4941999999999998,2.1963565739651654,5.866666666666666,2.905860935725895,2.6257500000000005,2.929557005760427,4.483333333333333,3.7640354625007144,1.285,,3.15,,1.285,,3.15,
ARTENA,5801110004.0,386.0,5.258600000000001,2.74930287527584,7.93,3.199683144035081,4.926,2.759480023482685,7.254166666666666,3.4033854332719073,3.125,,5.083333333333333,,3.125,,5.083333333333333,
ARTENA,5801110002.0,907.0,4.365799999999999,1.8258640968045785,7.336666666666667,3.0983284023629403,4.2902499999999995,1.1449641551885659,7.074999999999999,1.761759432015704,5.64,,9.1,,5.64,,9.1,
ARTENA,5801110005.0,96.0,3.3348,2.0403197543522436,5.8,3.3426328611506895,3.4309999999999996,0.6146917926896374,5.658333333333334,0.6421174462781825,3.8250000000000006,,6.150000000000001,,3.8250000000000006,,6.150000000000001,
ARTENA,5801110003.0,1605.0,4.130999999999999,2.6665384865026796,6.153333333333333,3.9997812440182274,4.01475,2.2442075624445557,5.754166666666666,3.349167254153828,5.288,,7.333333333333333,,5.288,,7.333333333333333,
BELLEGRA,5801210001.0,1797.0,0.054,,0.16666666666666666,,0.054,,0.16666666666666666,,0.5919999999999999,,2.2333333333333334,,3.577,,7.283333333333333,
BELLEGRA,5801220004.0,154.0,4.686,,9.466666666666667,,4.686,,9.466666666666667,,4.569,,8.116666666666667,,7.553,,13.166666666666666,
BELLEGRA,5801220003.0,81.0,3.767,,7.566666666666666,,3.767,,7.566666666666666,,3.65,,6.266666666666667,,6.634999999999999,,11.416666666666666,
BELLEGRA,5801226602.0,26.0,3.249,,7.283333333333333,,3.249,,7.283333333333333,,3.132,,5.983333333333333,,6.117,,11.066666666666666,
BRACCIANO,5801310006.0,886.0,4.915666666666667,1.2201779924803322,7.855555555555555,1.9895793339110477,4.8485,0.5154808434849931,7.841666666666666,0.5539003119294615,4.743000000000001,,7.8,,4.484,,7.45,
BRACCIANO,5801310001.0,12279.0,1.618,0.13627545633752247,4.1944444444444455,0.7169250180329053,1.465,0.29274220741123064,3.8833333333333337,1.437783788412647,1.205,,3.75,,1.6719999999999997,,4.9,
BRACCIANO,5801310004.0,373.0,2.9400000000000004,0.1656291037227456,6.072222222222221,0.6980793757265822,2.9595000000000002,0.28354981925580575,5.841666666666667,0.03535533905932725,3.035,,6.566666666666667,,2.759,,5.866666666666666,
BRACCIANO,5801310002.0,240.0,7.743,0.29473377817956314,10.772222222222222,1.0507052305387476,7.3495,0.9298454172603097,9.875,2.7223611075682084,7.539,,10.333333333333334,,8.007,,11.8,
BRACCIANO,5801310005.0,1465.0,3.064666666666667,1.2201779924803322,5.594444444444445,1.9482423227484174,2.9974999999999996,0.5154808434849932,5.641666666666667,0.45961940777125615,2.892,,5.5,,2.633,,5.316666666666666,
BRACCIANO,5801310003.0,280.0,3.326,1.4613873545367773,7.677777777777777,2.93240199861504,3.1029999999999998,1.1002581515262677,7.383333333333332,2.7341462205879834,2.666,,6.716666666666667,,2.325,,5.45,
BRACCIANO,5801320005.0,143.0,2.376666666666667,1.820716983315456,4.655555555555556,3.11583470773498,2.485,1.2614784976368005,4.9833333333333325,1.8856180831641267,1.554,,4.233333333333333,,1.593,,3.6499999999999995,
BRACCIANO,5801320006.0,762.0,4.898,1.494765867953908,8.53888888888889,2.602633993419686,5.128,0.19091883092036754,8.8,1.3435028842544405,3.833,,8.416666666666666,,4.993,,7.85,
BRACCIANO,5801320003.0,52.0,3.969,0.2642442052344764,7.6111111111111125,1.3707594542739732,4.043,0.24183051916579962,7.766666666666667,1.6263455967290592,3.747,,7.416666666666667,,4.214,,8.916666666666666,
BRACCIANO,5801326704.0,41.0,11.176333333333332,0.9354455266520513,13.572222222222223,2.299295383211835,11.052,1.0832875887777909,13.341666666666667,2.793071785686862,11.35,,13.983333333333333,,11.818,,15.316666666666666,
CAMERATA NUOVA,5801410001.0,382.0,31.990000000000002,,36.516666666666666,,0.128,,0.5,,31.990000000000002,,36.516666666666666,,31.990000000000002,,36.516666666666666,
CAMPAGNANO DI ROMA,5801510001.0,7052.0,1.483,,4.433333333333334,,1.205,,3.183333333333333,,0.984,,1.7833333333333334,,0.984,,1.7833333333333334,
CAMPAGNANO DI ROMA,5801520001.0,253.0,4.196,,7.533333333333333,,3.918,,6.4,,4.123,,6.816666666666666,,4.123,,6.816666666666666,
