Comune,Nucleo_ID,Densità_popolazione_km2,SI_mean_km,SI_St.Dv_km,SI_mean_min,SI_St.Dv_min,SI_norm_km_density,SI_norm_min_density,SP_mean_km,SP_St.Dv_km,SP_mean_min,SP_St.Dv_min,SP_norm_km_density,SP_norm_min_density,SS_mean_km,SS_St.Dv_km,SS_mean_min,SS_St.Dv_min,SS_norm_km_density,SS_norm_min_density
RIVODUTRI,5706026606.0,497.54985591283895,2.15,,2.8833333333333333,,0.004321175002765226,0.005795064150995227,3.742,,4.916666666666667,,0.00752085435364999,0.009881756789269317,9.613,,13.083333333333334,,0.0193206768844568,0.02629552230364886
RIVODUTRI,5706026610.0,1320.08949219262,2.293,,4.6,,0.0017370034482975937,0.0034846122381896774,4.901,,8.183333333333334,,0.003712627082471219,0.006199074670112796,7.921000000000001,,13.7,,0.006000350769282704,0.010378084274608387
ROCCANTICA,5706110001.0,4446.52360399386,0.12100000000000001,,0.38333333333333336,,2.7212269803609728e-05,8.620967017672503e-05,5.494,,8.533333333333333,,0.0012355719859589406,0.0019191022230644875,5.494,,8.533333333333333,,0.0012355719859589406,0.0019191022230644875
ROCCANTICA,5706120001.0,882.5468329176435,3.295,,5.466666666666667,,0.0037335129163706135,0.006194194418662424,4.749,,6.816666666666666,,0.005381017553822168,0.007723858284246742,4.749,,6.816666666666666,,0.005381017553822168,0.007723858284246742
ROCCA SINIBALDA,5706210001.0,1464.4769197539756,6.8180000000000005,,10.483333333333333,,0.004655587198428083,0.0071584148523791535,6.535,,10.133333333333333,,0.004462344139297085,0.006919421669708307,6.535,,10.133333333333333,,0.004462344139297085,0.006919421669708307
ROCCA SINIBALDA,5706210004.0,368.9653906060286,17.684,,25.266666666666666,,0.047928614580771085,0.06847977428225982,17.988,,25.883333333333333,,0.04875254009720143,0.0701511144197556,17.988,,25.883333333333333,,0.04875254009720143,0.0701511144197556
ROCCA SINIBALDA,5706210002.0,2947.0128564213983,6.116,,9.116666666666667,,0.0020753217912414367,0.003093527958930309,5.833,,8.666666666666666,,0.001979292349298774,0.002940830966441975,5.833,,8.666666666666666,,0.001979292349298774,0.002940830966441975
ROCCA SINIBALDA,5706220002.0,1811.8526133309265,9.633,,13.1,,0.005316657618353738,0.007230168670241251,9.35,,13.183333333333334,,0.0051604638982256255,0.007276162109619376,9.35,,13.183333333333334,,0.0051604638982256255,0.007276162109619376
ROCCA SINIBALDA,5706210003.0,1285.1316713644235,0.247,,0.4,,0.00019219820466937854,0.00031125215331073453,0.056999999999999995,,0.23333333333333334,,4.4353431846779663e-05,0.00018156375609792847,0.056999999999999995,,0.23333333333333334,,4.4353431846779663e-05,0.00018156375609792847
ROCCA SINIBALDA,5706220004.0,347.5876987391193,3.775,,7.066666666666666,,0.010860568465725,0.020330600571599997,3.492,,6.716666666666667,,0.010046385452267999,0.019323660448949998,3.492,,6.716666666666667,,0.010046385452267999,0.019323660448949998
ROCCA SINIBALDA,5706220003.0,1535.3985774458863,2.303,,3.4166666666666665,,0.0014999362600889,0.0022252636656406462,2.02,,2.8999999999999995,,0.0013156192989055918,0.0018887603796169385,2.02,,2.8999999999999995,,0.0013156192989055918,0.0018887603796169385
SALISANO,5706310001.0,1849.331028761257,0.133,,0.38333333333333336,,7.191789784065204e-05,0.0002072821616961149,0.133,,0.38333333333333336,,7.191789784065204e-05,0.0002072821616961149,12.829,,19.316666666666666,,0.0069371030932159775,0.010445218495904223
SALISANO,5706326605.0,1564.803057394014,4.553,,7.200000000000001,,0.0029096313293140276,0.0046012180037472,4.553,,7.200000000000001,,0.0029096313293140276,0.0046012180037472,8.069,,12.016666666666667,,0.005156559454477244,0.007679347640513266
SCANDRIGLIA,5706410001.0,2113.5884963547674,0.882,,2.1333333333333333,,0.00041729977312100004,0.0010093418548656086,4.885,,7.666666666666667,,0.0023112351379774207,0.003627322290923281,4.794,,7.3,,0.0022681803994808094,0.003453841659618254
SCANDRIGLIA,5706410002.0,2156.777001123566,4.912,,7.033333333333333,,0.0022774723568737562,0.003261038730322764,0.451,,0.9333333333333333,,0.000209108312897,0.0004327444760617886,0.36,,0.7333333333333333,,0.0001669157264809756,0.00034001351690569106
SCANDRIGLIA,5706410003.0,1490.7664967719045,3.921,,5.533333333333332,,0.002630190582153883,0.0037117371133005565,9.284,,13.333333333333332,,0.0062276687999787425,0.008943944851326643,9.193,,13.333333333333332,,0.006166626376368438,0.008943944851326643
SCANDRIGLIA,5706420004.0,1164.9369266293336,3.458,,6.233333333333333,,0.0029684010532703173,0.005350790408343448,4.004,,7.1000000000000005,,0.0034370959564182617,0.006094750572070345,3.9129999999999994,,6.95,,0.0033589801392269374,0.00596598823604069
SCANDRIGLIA,5706420003.0,1937.2649280759654,3.876,,6.15,,0.0020007588759940694,0.0031745787119100946,6.364,,9.316666666666666,,0.0032850437272513564,0.004809185636741851,6.273,,9.133333333333333,,0.003238070286148296,0.004714550498988433
SELCI,5706510001.0,1120.340711058387,1.356,,3.6333333333333333,,0.001210346090805703,0.0032430610594351428,1.533,,3.433333333333333,,0.0013683337442515799,0.0030645439368974284,4.599,,7.683333333333334,,0.0041050012327547404,0.006858032790823857
SELCI,5706520001.0,1033.4564290027918,1.197,,2.783333333333333,,0.0011582491205313955,0.0026932275567911864,2.189,,3.533333333333333,,0.0021181347743051164,0.003418947557124141,3.039,,5.166666666666667,,0.0029406174413491317,0.0049994044467381316
SELCI,5706520002.0,809.4723129115839,2.0,,5.133333333333335,,0.0024707454079636367,0.006341579880440002,1.776,,4.066666666666666,,0.0021940219222717095,0.005023848996192727,4.843,,8.466666666666667,,0.005982910005383946,0.010459488893712728
STIMIGLIANO,5706610001.0,4000.520418844836,1.359,,20.466666666666665,,0.000339705802674647,0.005116001050827403,9.183,,38.88333333333333,,0.0022954513509648882,0.009719568771645223,0.073,,0.9833333333333334,,1.8247625897902303e-05,0.00024580135341923195
STIMIGLIANO,5706610002.0,2643.942223685783,0.285,,4.6,,0.00010779358090612744,0.0017398262181339869,7.675000000000001,,14.683333333333334,,0.0029028622226474677,0.0055535757180291394,1.612,,31.93333333333333,,0.0006096956225286929,0.01207792403603159
STIMIGLIANO,5706620002.0,1945.2142461767294,1.828,,25.516666666666666,,0.0009397422436078129,0.013117663885517519,9.39,,19.05,,0.004827231765578426,0.009793265722499363,4.772,,33.733333333333334,,0.0024532002114313364,0.017341705881311207
STIMIGLIANO,5706626603.0,947.8334667698226,2.005,,24.25,,0.002115350502270148,0.02558466318207037,9.829,,42.68333333333333,,0.010369965130580193,0.04503252399263382,0.987,,16.35,,0.001041322167451689,0.01724986569182889
TARANO,5706710001.0,1584.9530044351511,4.722,,6.633333333333334,,0.00297926814661791,0.004185192440893435,0.17299999999999996,,0.4000000000000001,,0.00010915150134792423,0.0002523734135212122,1.923,,3.1,,0.0012132851855032275,0.0019558939547893945
TARANO,5706710004.0,645.3480360922783,1.818,,3.0166666666666666,,0.002817084578126839,0.004674480277236504,2.819,,3.3500000000000005,,0.004368185602717029,0.005190997434942196,4.665,,6.433333333333334,,0.007228657622091146,0.009968781143719838
TARANO,5706710002.0,4116.156506318769,3.324,,5.25,,0.0008075494687573908,0.0012754617060698862,1.597,,3.4,,0.0003879833037321159,0.0008260132953595454,3.443,,5.8,,0.000836459934094975,0.0014090815038486362
TARANO,5706710003.0,3208.7135153439503,0.211,,0.8333333333333334,,6.575844150342676e-05,0.00025970948461069023,4.851,,7.666666666666666,,0.0015118208518157498,0.0023893272584183498,6.697,,10.266666666666667,,0.002087129302125351,0.0031996208504037034
TARANO,5706720003.0,228.07363196806114,4.032,,5.95,,0.017678501303318706,0.026088066159411286,3.184,,6.033333333333333,,0.013960403806985806,0.02645344523727419,4.935,,8.566666666666666,,0.021637748991041126,0.037560969204306446
TOFFIA,5706810001.0,3478.334071101866,0.383,,1.3500000000000003,,0.00011011018268256026,0.0003881168319098078,0.21899999999999997,,1.8333333333333333,,6.296117495425769e-05,0.000527072240865171,13.172,,18.816666666666666,,0.003786870303641472,0.005409677817607073
TOFFIA,5706826601.0,694.0897505272725,2.017,,3.3,,0.0029059642480929373,0.004754428368223447,1.8400000000000003,,2.9,,0.002650953999251862,0.004178134020559999,11.112,,14.333333333333336,,0.016009456978090593,0.02065054745794023
TORRICELLA IN SABINA,5706910001.0,1051.2570164683746,4.804,,12.616666666666667,,0.004569767359212219,0.01200150531128105,4.48,,11.666666666666666,,0.004261564897849863,0.01109782525481735,4.243,,11.383333333333333,,0.0040361205048162875,0.010828306641486072
TORRICELLA IN SABINA,5706910004.0,1598.500756220513,0.299,,0.7,,0.0001870502712222383,0.0004379103339651064,0.025,,0.03333333333333333,,1.5639654784468088e-05,2.0852873045957447e-05,0.129,,0.3666666666666667,,8.070061868785532e-05,0.00022938160350553194
TORRICELLA IN SABINA,5706910002.0,652.4632621365311,8.126,,10.766666666666667,,0.012454341066485358,0.01650156766131254,7.801000000000001,,10.05,,0.011956228729959672,0.015403166098717433,7.697,,9.733333333333333,,0.01179683278227145,0.01491782587338471
TORRICELLA IN SABINA,5706920001.0,1695.263470415356,2.169,,4.1,,0.0012794471407259038,0.002418503124470357,1.845,,3.4166666666666665,,0.0010883264060116608,0.0020154192703919645,1.7409999999999999,,3.316666666666667,,0.0010269790096836323,0.001956431389307322
TORRICELLA IN SABINA,5706920002.0,665.8191439108306,1.216,,2.9,,0.0018263217738942814,0.004355537125241296,0.891,,2.2,,0.00133820123399655,0.0033042005777692597,0.654,,1.7666666666666666,,0.000982248717209589,0.0026533731912389506
TORRICELLA IN SABINA,5706910003.0,1339.4080856084372,6.01,,9.016666666666667,,0.00448705668166092,0.006731829353240594,5.685,,8.083333333333334,,0.004244412185564448,0.006035004133681493,5.581,,7.733333333333333,,0.0041667659468135766,0.00577369467634683
TORRICELLA IN SABINA,5706920004.0,790.9267165519525,1.051,,2.466666666666667,,0.0013288209615447532,0.0031187044451097923,0.7270000000000001,,1.75,,0.0009191749182141158,0.0022125943698414062,0.623,,1.5833333333333333,,0.0007876835956635407,0.002001871096523177
TORRICELLA IN SABINA,5706926603.0,1770.90050835484,4.442,,6.566666666666666,,0.002508328378157507,0.003708094630774642,4.118,,5.533333333333332,,0.0023253706126187784,0.0031245873538507133,4.013,,5.483333333333333,,0.0022660787441571534,0.0030963531307737495
TORRI IN SABINA,5707010001.0,1805.4733678179837,7.2749999999999995,,9.983333333333333,,0.0040294141855951315,0.005529482467746812,7.98,,13.466666666666667,,0.004419893498426,0.0074588010583295904,7.803,,13.183333333333334,,0.004321858266693995,0.007301870838042953
TORRI IN SABINA,5707010002.0,1479.1060659088635,0.377,,1.35,,0.00025488368190035483,0.0009127134497758064,5.7829999999999995,,8.016666666666667,,0.003909793985224805,0.005419940362248925,5.835,,8.133333333333333,,0.003944950355142096,0.005498816833217204
TORRI IN SABINA,5707026603.0,822.5643764963193,9.86,,13.5,,0.011986903738766664,0.016412089297499998,7.104000000000001,,9.85,,0.00863640610144,0.011974746635583332,7.156999999999999,,9.916666666666666,,0.008700838748311665,0.012055793990138886
TORRI IN SABINA,5707026601.0,568.4155579420683,2.023,,3.066666666666667,,0.0035590158850053503,0.005395113880713334,5.543,,9.466666666666667,,0.00975166833938935,0.016654481979593332,5.596,,9.583333333333334,,0.0098449099814582,0.016859730877229168
TORRI IN SABINA,5707026604.0,418.7987707268183,2.5319999999999996,,4.883333333333334,,0.006045863018188319,0.011660333493478002,5.745,,10.6,,0.0137178053078562,0.025310484989256,5.798,,10.65,,0.01384435773280248,0.025429874069394003
TURANIA,5707110001.0,1414.0201203833155,28.623000000000005,,37.666666666666664,,0.02024228622167047,0.026637999080561813,12.722,,19.833333333333332,,0.008997043123086038,0.014026203055694053,28.112,,38.61666666666667,,0.019880905225294346,0.027309842420204303
VACONE,5707210001.0,755.4902951264318,7.220000000000001,,10.416666666666666,,0.009556707804951657,0.013787955628104304,7.713000000000001,,14.733333333333333,,0.010209264168918578,0.019501684440390726,9.44,,14.083333333333334,,0.012495196908413244,0.01864131600919702
VARCO SABINO,5707310001.0,668.6945236084483,18.218,,31.083333333333332,,0.02724412920520265,0.046483606842777234,15.646,,26.266666666666666,,0.023397828825590113,0.03928051709609486,15.310000000000002,,25.766666666666662,,0.022895357236340577,0.03853279151685447
VARCO SABINO,5707310002.0,407.503257551721,17.486,,29.866666666666667,,0.042910086424967166,0.073291847643392,21.887,,37.56666666666667,,0.053710000090544226,0.09218740211395401,21.552,,37.0,,0.05288792077266912,0.09079682018322001
VARCO SABINO,5707310003.0,1095.7066663923056,14.338,,24.8,,0.013085619025399302,0.02263379493861785,18.309,,31.23333333333333,,0.016709764174643316,0.028505196045006613,17.973,,30.116666666666667,,0.01640311275934591,0.027486066837421
AFFILE,5800110001.0,2723.9877290432446,0.119,,0.5166666666666667,,4.3685953035404005e-05,0.00018967290533578772,0.478,,1.3833333333333333,,0.00017547802983969003,0.0005078339078345283,0.478,,1.3833333333333333,,0.00017547802983969003,0.0005078339078345283
AFFILE,5800126701.0,3758.5050579359395,8.328,,12.283333333333333,,0.002215774588999354,0.003268143355932845,2.534,,4.816666666666666,,0.0006742042277286699,0.0012815378966955118,2.534,,4.816666666666666,,0.0006742042277286699,0.0012815378966955118
AGOSTA,5800210001.0,2769.816862820686,1.5660000000000003,,4.75,,0.0005653803401302279,0.0017149148247883666,1.5660000000000003,,4.75,,0.0005653803401302279,0.0017149148247883666,1.544,,4.666666666666667,,0.0005574375767312081,0.0016848285997920797
AGOSTA,5800210002.0,1277.6127886018694,4.3,,6.4,,0.0033656519708961437,0.00500934246831054,4.3,,6.4,,0.0033656519708961437,0.00500934246831054,4.277,,6.466666666666667,,0.003347649646400653,0.005061523119022107
AGOSTA,5800220002.0,1405.4534729445963,2.391,,4.65,,0.0017012302762257675,0.0033085406877665494,2.391,,4.65,,0.0017012302762257675,0.0033085406877665494,2.368,,4.816666666666666,,0.001684865451318535,0.003427126375500117
AGOSTA,5800220003.0,1091.9939712827136,3.493,,6.516666666666667,,0.0031987356083082934,0.00596767641401156,3.493,,6.516666666666667,,0.0031987356083082934,0.00596767641401156,3.471,,6.45,,0.003178588976936183,0.005906626015914255
ALBANO LAZIALE,5800310001.0,3480.6544605103954,4.5885,1.671943868675022,9.4,2.0972998513962344,0.0013182865613517844,0.002700641533552746,4.361400000000001,1.7793606436020777,9.083333333333334,2.3995080514323948,0.0012530402111103137,0.0026096624747983096,4.481999999999999,1.4890725301341101,9.93888888888889,1.6660276552771107,0.0012876888673812135,0.002855465545819068
ALBANO LAZIALE,5800310002.0,4093.688734243435,4.440333333333333,2.2607477229152897,10.716666666666667,4.635251401548309,0.0010846778105502353,0.002617850882755804,4.939,2.134729022616219,11.416666666666666,4.662661972164256,0.0012064913384072394,0.0027888458082235236,4.783666666666667,3.0728466172806823,12.3,6.379916404885987,0.0011685467501844026,0.0030046251189327893
ALBANO LAZIALE,5800320002.0,1501.0839244609572,4.163833333333333,1.7901997002196899,8.294444444444443,3.772291768300165,0.002773884434761751,0.005525636714431538,4.279000000000001,1.9969755882333664,8.613333333333335,4.172918642868561,0.0028506067717277033,0.005738075795080148,4.961666666666667,1.5226990291365308,10.038888888888888,4.1239252247415035,0.0033053892496040242,0.006687759908223571
ALBANO LAZIALE,5800320007.0,1622.1920503902923,4.685499999999999,1.9050454850212895,9.075,3.9716040700060837,0.002888375638921846,0.0055942821306617764,4.832400000000001,2.119797820547988,9.413333333333336,4.384606912572412,0.002978932117709088,0.0058028476536230895,5.536,1.6017680855854257,11.038888888888888,4.545520790763065,0.0034126662121590737,0.006804921085782032
ALBANO LAZIALE,5800320008.0,1632.4489310087945,3.9703333333333335,1.2087882637859562,8.422222222222224,1.7412213678483994,0.0024321332556968937,0.00515925617165714,3.8369999999999997,1.3212456244014583,8.299999999999999,1.9701945758393171,0.0023504563769899205,0.005084385699509079,4.078333333333332,0.8781004118740252,9.283333333333335,0.8621678104251705,0.002498291527449541,0.005686752679973008
ALBANO LAZIALE,5800320014.0,2900.701580610313,4.600333333333333,2.0129609699809548,9.266666666666667,4.255858706927819,0.001585938162024035,0.0031946294402049255,4.9754,1.996795132205605,9.853333333333333,4.289220985991124,0.001715240214042689,0.003396879361599194,5.28,2.845547223294669,10.855555555555554,5.764097051127332,0.001820249292548418,0.003742389643981069
