Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SANTI COSMA E DAMIANO,5902610006,51.0,34.75233333333333,12.651986457996756,37.672222222222224,15.738040727038609
SANTI COSMA E DAMIANO,5902610001,637.0,30.965,12.31550388737708,33.44444444444444,15.97220966183081
SANTI COSMA E DAMIANO,5902610004,140.0,34.001666666666665,12.34894093974594,41.02222222222222,15.994237967097655
SANTI COSMA E DAMIANO,5902610003,703.0,35.219,12.497873739160596,40.277777777777786,15.768255146666366
SANTI COSMA E DAMIANO,5902610002,3994.0,32.778333333333336,12.457468496180649,34.53333333333334,15.735478314235566
SANTI COSMA E DAMIANO,5902610007,468.0,33.471,12.651568796003126,35.53333333333334,15.73780833251921
SANTI COSMA E DAMIANO,5902626601,11.0,34.748,12.805167238267527,41.50555555555556,16.930981901477193
SANTI COSMA E DAMIANO,5902626604,15.0,31.07833333333333,13.046999897805367,32.97222222222222,15.826290831445046
SANTOPADRE,6006910001,4.0,37.17666666666666,9.73565412970969,44.58888888888888,4.439167005610818
SANTOPADRE,6006910002,52.0,35.12433333333333,11.423021681382439,39.833333333333336,7.810943178216913
SANTOPADRE,6006910003,263.0,34.50599999999999,9.219831289128884,38.46111111111111,4.368012939202105
SANTOPADRE,6006920006,32.0,33.531,8.753927575665678,37.53333333333333,2.4369265707261496
SANTOPADRE,6006920201,9.0,36.949666666666666,9.73565412970969,44.35,4.441095960833693
SANTOPADRE,6006926612,11.0,34.68033333333334,9.951042173226547,38.59444444444445,5.378980007950014
SANTOPADRE,6006926609,7.0,38.77066666666666,8.761166665081388,45.599999999999994,6.296030495478876
SANTOPADRE,6006926608,9.0,39.489,9.091110988212607,48.34444444444444,4.870327770550213
SARACINESCO,5810110001,88.0,33.76766666666667,11.967508693681127,35.894444444444446,9.603997045983471
SARACINESCO,5810126701,21.0,33.47233333333333,11.967617404200944,35.511111111111106,9.603997045983471
SCANDRIGLIA,5706410001,504.0,35.102000000000004,4.213739787884392,40.62222222222223,8.295352335517181
SCANDRIGLIA,5706410002,1394.0,38.12166666666666,4.223869592368274,43.949999999999996,7.664329353860286
SCANDRIGLIA,5706410003,299.0,35.467999999999996,6.844280458894126,38.827777777777776,13.232161297104591
SCANDRIGLIA,5706420004,145.0,34.794666666666664,2.525062837501934,43.39444444444444,7.1639594369883755
SCANDRIGLIA,5706420003,317.0,33.946666666666665,4.899718801455174,40.45555555555556,7.062269334155144
SEGNI,5810210001,6141.0,20.154999999999998,12.779045778147912,28.083333333333332,16.513487753281492
SEGNI,5810210002,36.0,16.442666666666668,11.856463399063538,22.92222222222222,14.606356429587363
SEGNI,5810220002,183.0,17.211333333333332,12.779411658340665,23.40555555555556,16.51610605618828
SEGNI,5810220007,30.0,22.81233333333333,13.713936500266191,25.07777777777778,12.921905747533842
SEGNI,5810220005,82.0,19.164,12.582584511935535,26.044444444444444,15.78299307388717
SEGNI,5810220006,672.0,16.803333333333335,12.46579160476114,23.01111111111111,16.075389517773687
SEGNI,5810220004,157.0,21.250999999999998,12.779045778147912,27.97222222222222,16.51610605618828
SELCI,5706510001,700.0,40.48,9.947390260766891,44.54444444444445,12.925828292107127
SELCI,5706520001,66.0,39.300000000000004,10.057089191212338,43.68888888888889,12.620049451097575
SELCI,5706520002,33.0,40.702666666666666,9.929329601404785,45.41111111111112,13.03555323521592
SERMONETA,5902710006,716.0,24.566,12.645813417886568,31.56111111111111,12.188933201580546
SERMONETA,5902710001,366.0,22.661666666666665,12.632347775981048,29.194444444444443,12.175845091972208
SERMONETA,5902710004,1190.0,24.391666666666666,14.956434278708723,31.605555555555554,15.512596434773522
SERMONETA,5902720007,102.0,21.737333333333332,16.498934793899068,29.172222222222224,18.447691313950774
SERMONETA,5902710003,247.0,19.83433333333333,4.222424579946139,24.322222222222226,2.151054866115004
SERMONETA,5902710005,753.0,26.748,13.145319737457891,36.99444444444444,14.429689044671958
SERMONETA,5902710002,3080.0,22.417333333333332,14.590381089379857,30.366666666666667,14.5965844558848
SERMONETA,5902720008,101.0,24.99233333333333,12.502601062712245,31.644444444444442,13.213569764674721
SERMONETA,5902720009,78.0,19.385666666666665,4.750224556095568,24.105555555555554,2.8075955179819956
SERMONETA,5902720004,57.0,18.506666666666668,6.291308475455113,23.450000000000003,4.902408705025634
SERMONETA,5902720006,41.0,23.886,12.614902774100162,30.33888888888889,12.684924706706573
SERMONETA,5902720016,34.0,23.031,12.162059981762956,29.038888888888895,12.93327247981102
SERMONETA,5902720011,455.0,19.158666666666665,7.991739756356767,24.633333333333333,5.135686689993635
SERMONETA,5902720012,88.0,23.854666666666667,12.138984073361875,31.733333333333334,12.385509005823431
SERMONETA,5902726601,10.0,25.998,11.006245454286397,33.53333333333333,11.98076003895876
SERMONETA,5902726613,28.0,24.866333333333333,16.946760909782533,31.833333333333332,18.80641143629244
SERMONETA,5902726605,21.0,22.866,13.899466320690157,30.77777777777778,13.424090423701106
SERMONETA,5902726615,22.0,25.724999999999998,16.01714022539604,33.28888888888889,17.1430446969458
SERMONETA,5902726614,35.0,25.7,15.540864969492526,32.63333333333333,16.64312504042168
SERMONETA,5902726610,29.0,18.375666666666667,5.418371188220066,23.45,3.8489536817743653
SERRONE,6007110001,1535.0,21.721000000000004,0.3734005891800385,27.566666666666666,3.5482781426739605
SERRONE,6007110002,180.0,21.058666666666667,1.146510502931976,27.72222222222222,0.8277032032030518
SERRONE,6007110003,674.0,24.37966666666667,1.6256599685461077,32.97222222222223,1.8371425074263017
SERRONE,6007120004,53.0,22.941000000000003,0.3734005891800385,30.05555555555556,3.5578681715215255
SERRONE,6007120011,16.0,21.039999999999996,2.8532781147304944,28.91111111111111,4.381347247560243
SERRONE,6007126601,30.0,23.752000000000002,0.3734005891800385,31.166666666666668,3.548278142673962
SERRONE,6007126608,17.0,22.476333333333336,0.8548136249109128,29.972222222222225,4.0759570564379
SETTEFRATI,6007210001,143.0,39.74433333333333,20.324041978241763,40.894444444444446,18.547209533551978
SETTEFRATI,6007220005,2.0,36.246,16.0339324247048,37.15555555555556,14.750728167839087
SEZZE,5902810001,16315.0,31.378,13.480999999999998,41.33888888888889,14.887180664858882
SEZZE,5902810003,331.0,25.904,3.676720141647988,28.644444444444446,0.4550132273209609
SEZZE,5902810002,2713.0,35.522333333333336,31.97623894915306,35.577777777777776,21.836223303221374
SEZZE,5902820017,175.0,20.492,5.068528287382838,22.71111111111111,2.432438952832991
SEZZE,5902820004,73.0,23.078333333333337,7.099097994346419,25.91111111111111,3.6340340812523624
SEZZE,5902820013,62.0,25.570666666666664,2.2338151967728517,27.588888888888885,1.5046532761674636
SEZZE,5902820023,115.0,20.616666666666667,3.672430031101115,23.27777777777778,0.8508710134218239
SEZZE,5902820006,68.0,33.88033333333333,12.348607789274599,44.33888888888889,12.998294047610564
SEZZE,5902820011,275.0,18.642999999999997,8.805520938593014,22.344444444444445,4.973885507029394
SEZZE,5902820012,76.0,24.73933333333333,2.7620974518168855,26.7,1.0797376224497004
SEZZE,5902820018,181.0,18.801333333333332,8.996541798565344,21.833333333333332,5.342154163922183
SEZZE,5902820022,74.0,29.015666666666668,3.1471235014427608,30.683333333333337,1.4813657362192658
SEZZE,5902826701,33.0,23.827333333333332,18.62579475709247,30.833333333333332,20.68156049345514
SEZZE,5902826621,27.0,24.281,20.987112140549492,30.81111111111111,22.114508393393727
SEZZE,5902826714,25.0,22.60333333333333,2.6971930471016217,26.294444444444444,1.2303266654444682
SEZZE,5902826720,21.0,25.425,20.987112140549492,31.677777777777777,22.114508393393727
SGURGOLA,6007310001,1539.0,23.814999999999998,6.782788585825153,29.48888888888889,5.6443268797905315
SGURGOLA,6007320002,194.0,21.546,5.0852744272064605,27.04444444444444,7.006868323559655
SONNINO,5902910001,318.0,27.878999999999998,10.70667217206168,29.68888888888889,13.322123760177334
SONNINO,5902910004,194.0,25.509666666666668,12.333215895837279,25.394444444444442,12.564912933921867
SONNINO,5902920002,65.0,28.85033333333333,10.459285938023367,31.733333333333334,12.700524923534987
SONNINO,5902920001,83.0,31.166333333333334,9.368992759807927,32.233333333333334,10.670207745556473
SONNINO,5902910003,3176.0,34.58966666666667,9.34633908722198,35.86666666666667,10.541860999526284
SONNINO,5902910002,595.0,30.191666666666666,9.668480766559622,30.716666666666665,12.004617167295812
SONNINO,5902920208,6.0,29.50133333333334,10.657094600937599,31.622222222222224,13.28261534376308
SONNINO,5902920010,73.0,27.341666666666665,10.848457509403506,28.57777777777778,13.588846870108563
SONNINO,5902920012,136.0,34.909666666666666,9.281954230297266,37.67222222222222,10.165427975541705
SONNINO,5902920006,34.0,38.32633333333333,9.281979602074836,42.62222222222223,10.165427975541705
SONNINO,5902920016,63.0,28.484,11.705155146344708,31.688888888888886,14.159658397218696
SONNINO,5902926603,30.0,29.334666666666667,15.317505160218921,33.138888888888886,12.859241524778689
SONNINO,5902926625,15.0,30.823666666666664,9.546835618849492,31.966666666666665,11.673795441072283
SONNINO,5902926619,3.0,26.184,11.883878659764244,26.26111111111111,12.136324417646817
SONNINO,5902926623,32.0,27.489666666666665,16.16086066189958,32.49444444444444,15.906159999381558
SONNINO,5902926617,7.0,35.818666666666665,9.281954230297266,39.088888888888896,10.165427975541705
SONNINO,5902926611,2.0,26.549666666666667,12.333215895837279,26.316666666666663,12.571031514292425
