Comune,Nucleo_ID,Popolazione,SI_mean_km,SI_St.Dv_km,SI_mean_min,SI_St.Dv_min,SI_match_ratio,SP_mean_km,SP_St.Dv_km,SP_mean_min,SP_St.Dv_min,SP_match_ratio,SS_mean_km,SS_St.Dv_km,SS_mean_min,SS_St.Dv_min,SS_match_ratio
CAMPAGNANO DI ROMA,5801520003.0,132.0,4.756,,15.05,,1/1,4.737,,14.783333333333333,,1/1,3.917,,59.3,,1/1
CANALE MONTERANO,5801610001.0,2123.0,0.2165,0.3061772362537751,3.216666666666667,4.549053625633456,2/2,0.535,,3.566666666666667,,1/1,0.0,,0.0,,1/1
CANALE MONTERANO,5801610002.0,918.0,3.0375,0.2496086937588511,39.93333333333334,3.1348400632603584,2/2,2.817,,37.11666666666667,,1/1,3.214,,42.15,,1/1
CANALE MONTERANO,5801620005.0,47.0,1.1105,0.2496086937588512,14.733333333333334,3.1348400632603597,2/2,0.891,,11.900000000000002,,1/1,1.287,,16.95,,1/1
CANALE MONTERANO,5801620004.0,46.0,2.0285,0.24960869375885125,26.383333333333336,3.134840063260361,2/2,1.809,,23.566666666666666,,1/1,2.205,,28.6,,1/1
CANTERANO,5801710001.0,317.0,11.465,,43.68333333333333,,1/1,0.047,,0.9666666666666667,,1/1,11.442,,43.36666666666667,,1/1
CAPENA,5801810001.0,2055.0,3.2955,3.1006632355030113,15.441666666666666,2.1566756826189692,2/2,6.128,0.9319667376038694,17.091666666666665,5.7629202666703625,2/2,5.437,,12.533333333333333,,1/1
CAPENA,5801810002.0,6065.0,2.3905000000000003,2.454367637498507,11.991666666666669,2.2509565867771766,2/2,6.078,7.75413296249168,19.391666666666666,14.318912319027586,2/2,0.563,,8.8,,1/1
CAPENA,5801820001.0,888.0,2.068,,53.666666666666664,5.18544972870135,2/2,1.8,,53.275,6.682159082212876,2/2,0.0,,58.03333333333333,,1/1
CAPENA,5801810003.0,100.0,4.934500000000001,2.854590075650093,25.666666666666664,5.3740115370177595,2/2,5.9695,1.3640089809088503,19.591666666666665,1.9445436482630056,2/2,6.902,,20.483333333333334,,1/1
CAPENA,5801820005.0,329.0,2.6905,2.1870812742099917,15.975,0.12963624321753386,2/2,6.4455,3.1501607101860696,21.116666666666667,8.414570696119917,2/2,4.186,,14.683333333333334,,1/1
CAPENA,5801820004.0,388.0,3.6099999999999994,0.8287291475506334,40.50833333333333,6.8000102124106325,2/2,7.136500000000001,6.356182856085876,46.18333333333333,7.707463914933367,2/2,2.932,,43.71666666666666,,1/1
CAPENA,5801820003.0,167.0,2.6780000000000004,1.6899852070358488,19.71666666666667,0.18856180831641453,2/2,6.422499999999999,3.6324075349552944,24.708333333333336,8.520636713297899,2/2,3.822,,18.2,,1/1
CAPRANICA PRENESTINA,5801910001.0,193.0,8.926,,21.516666666666666,,1/1,76.307,,181.48333333333332,,1/1,73.343,,176.15000000000003,,1/1
CAPRANICA PRENESTINA,5801910002.0,46.0,18.402,,39.86666666666667,,1/1,93.373,,269.875000,,0/1,85.443,,262.319444,,0/1
CAPRANICA PRENESTINA,5801920002.0,33.0,9.473,,30.533333333333335,,1/1,76.854,,190.5,,1/1,73.89,,185.16666666666666,,1/1
CARPINETO ROMANO,5802010001.0,3866.0,0.786,,6.283333333333333,,1/1,0.525,,8.55,,1/1,0.025,,0.36666666666666664,,1/1
CASAPE,5802110001.0,622.0,3.3039999999999994,,52.783333333333324,,1/1,0.302,,6.766666666666667,,1/1,3.271,,46.9,,1/1
CASTEL GANDOLFO,5802210001.0,3464.0,2.916,,38.85,,1/1,4.5424999999999995,4.984395700583974,23.900000000000002,14.28355697996826,2/2,0.471,,6.433333333333333,,1/1
CASTEL GANDOLFO,5802210002.0,4804.0,1.113,,16.966666666666665,,1/1,4.5200000000000005,1.9275730855145283,27.650000000000002,17.41839704322862,2/2,5.931,,42.733333333333334,,1/1
CASTEL GANDOLFO,5802220001.0,156.0,0.366,,5.4,,1/1,3.6134999999999993,2.320017349073062,33.275,2.1331054565794174,2/2,2.403,,41.03333333333333,,1/1
CASTEL MADAMA,5802310001.0,5770.0,0.506,0.09020532135079391,7.377777777777778,1.2867199182992963,3/3,0.563,,8.25,,1/1,0.321,,4.766666666666667,,1/1
CASTEL MADAMA,5802310002.0,126.0,5.2266666666666675,0.817824145726533,18.055555555555557,6.377484991343753,3/3,6.171,,25.35,,1/1,4.839,,14.616666666666667,,1/1
CASTEL MADAMA,5802320002.0,53.0,5.659,0.8151325045659756,17.038888888888888,1.797091271203842,3/3,4.755,,15.800000000000002,,1/1,5.875,,17.3,,1/1
CASTEL MADAMA,5802320005.0,115.0,4.992666666666667,0.8149946830092406,18.405555555555555,1.7970912712038398,3/3,4.089,,17.166666666666668,,1/1,5.208000000000001,,18.666666666666668,,1/1
CASTEL MADAMA,5802320004.0,48.0,4.544666666666667,0.8149946830092412,12.92222222222222,1.7970912712038405,3/3,3.641,,11.683333333333332,,1/1,4.76,,13.183333333333332,,1/1
CASTEL MADAMA,5802326603.0,23.0,5.149666666666667,0.817824145726533,31.638888888888893,6.377484991343749,3/3,6.094,,38.93333333333333,,1/1,4.762,,28.2,,1/1
CASTELNUOVO DI PORTO,5802410001.0,3937.0,0.823,0.09475230867899737,13.166666666666668,1.6263455967290585,2/2,14.842999999999998,19.95031072439725,56.858333333333334,63.83995722812546,2/2,0.756,,12.016666666666667,,1/1
CASTELNUOVO DI PORTO,5802410002.0,1680.0,17.767500000000002,0.020506096654409816,62.75833333333333,0.3181980515339484,2/2,11.2965,9.303403920071405,42.333333333333336,31.065557920128985,2/2,17.782,,62.983333333333334,,1/1
CASTELNUOVO DI PORTO,5802420001.0,207.0,5.5735,0.02050609665440982,28.541666666666668,0.31819805153394587,2/2,15.4865,13.867071085849386,48.10833333333334,25.491199461775043,2/2,5.588000000000001,,28.766666666666666,,1/1
CASTELNUOVO DI PORTO,5802420005.0,449.0,3.1759999999999997,0.0947523086789973,47.266666666666666,1.6263455967290572,2/2,17.1785,19.925561987055723,97.19166666666666,72.67879199295733,2/2,3.109,,46.11666666666667,,1/1
CASTELNUOVO DI PORTO,5802420006.0,128.0,3.1235,0.02050609665440982,44.233333333333334,0.3299831645537235,2/2,15.507000000000001,17.360885691692115,71.58333333333334,36.510280135265404,2/2,3.138,,44.46666666666667,,1/1
CASTELNUOVO DI PORTO,5802420004.0,910.0,20.603499999999997,0.020506096654409816,77.575,0.3181980515339484,2/2,11.532499999999999,12.980359182241452,54.73333333333333,34.48324069586396,2/2,20.618,,77.8,,1/1
CASTELNUOVO DI PORTO,5802420003.0,394.0,5.3055,0.02050609665440982,25.208333333333336,0.31819805153394587,2/2,15.2185,13.867071085849384,44.775,25.491199461775036,2/2,5.319999999999999,,25.433333333333334,,1/1
CASTEL SAN PIETRO ROMANO,5802510001.0,32.0,2.874,,56.38333333333333,,1/1,2.874,,56.38333333333333,,1/1,1.775,,25.016666666666666,,1/1
CASTEL SAN PIETRO ROMANO,5802510002.0,386.0,0.10800000000000001,,1.3666666666666667,,1/1,0.10800000000000001,,1.3666666666666667,,1/1,6.909,,18.6,,1/1
CASTEL SAN PIETRO ROMANO,5802520002.0,229.0,0.7489999999999999,,13.133333333333333,,1/1,0.7489999999999999,,13.133333333333333,,1/1,5.014,,12.933333333333334,,1/1
CASTEL SAN PIETRO ROMANO,5802510003.0,106.0,1.641,,31.816666666666666,,1/1,1.641,,31.816666666666666,,1/1,1.237,,19.433333333333334,,1/1
CAVE,5802610001.0,8340.0,0.71,,10.066666666666666,,1/1,0.8,,11.416666666666666,,1/1,1.385,,20.45,,1/1
CAVE,5802610002.0,1586.0,5.537000000000001,,34.95,,1/1,5.481,,34.21666666666667,,1/1,5.327,,40.11666666666667,,1/1
CAVE,5802620006.0,81.0,5.124,,28.766666666666666,,1/1,5.068,,28.033333333333335,,1/1,4.914,,34.05,,1/1
CAVE,5802620004.0,66.0,22.219,,80.33333333333333,,1/1,22.163,,79.6,,1/1,32.948,,130.88333333333333,,1/1
CERRETO LAZIALE,5802710001.0,1044.0,0.201,,3.8833333333333333,,1/1,8.896,,71.66666666666667,,1/1,8.896,,71.66666666666667,,1/1
CERRETO LAZIALE,5802710002.0,25.0,1.306,,26.08333333333333,,1/1,6.868,,51.16666666666666,,1/1,6.868,,51.16666666666666,,1/1
CERVARA DI ROMA,5802810001.0,184.0,13.811000000000002,,45.5,,1/1,14.069000000000003,,48.73333333333334,,1/1,49.844,,152.8,,1/1
CERVARA DI ROMA,5802810002.0,42.0,8.888,,68.3,,1/1,9.146,,71.53333333333333,,1/1,29.291,,95.68333333333334,,1/1
CERVARA DI ROMA,5802820001.0,82.0,48.256,,89.643750,,0/1,43.256,,93.887500,,0/1,65.262,,200.550000,,0/1
CERVARA DI ROMA,5802820006.0,39.0,7.313999999999999,,27.416666666666668,,1/1,7.572,,30.65,,1/1,43.348,,134.71666666666667,,1/1
CERVETERI,5802910006.0,151.0,18.46183333333333,2.280078719401299,52.78611111111111,24.723060347840498,6/6,19.490666666666666,13.675333190334584,43.39722222222222,26.80497552625189,6/8,27.34766666666667,13.674831126318649,67.78888888888889,35.80480388832596,3/3
CERVETERI,5802910001.0,81.0,88.006,,184.58333333333334,,1/6,45.7705,60.537532857723896,118.44166666666666,106.31350455139743,2/8,87.936,,183.51666666666668,,1/3
