Comune,Nucleo_ID,Popolazione,SI_mean_km,SI_St.Dv_km,SI_mean_min,SI_St.Dv_min,SP_mean_km,SP_St.Dv_km,SP_mean_min,SP_St.Dv_min,SS_mean_km,SS_St.Dv_km,SS_mean_min,SS_St.Dv_min,IC_mean_km,IC_St.Dv_km,IC_mean_min,IC_St.Dv_min
RIETI,5705926716.0,27.0,6.428285714285714,5.68885461540061,10.767857142857142,7.574895176521385,10.8407,18.012481931828397,14.84,17.975961658027202,12.957142857142856,21.680281689656553,16.659523809523808,21.929260971872417,16.186799999999998,25.498153946903685,20.453333333333333,25.205597372188755
RIVODUTRI,5706010001.0,78.0,1.361,,18.783333333333335,,1.66,,24.683333333333334,,34.869,,122.65,,17.366,,87.46666666666667,
RIVODUTRI,5706010004.0,194.0,0.31,,3.933333333333333,,1.876,,25.76666666666667,,9.887,,58.28333333333334,,16.592,,76.9,
RIVODUTRI,5706010002.0,358.0,1.735,,22.85,,0.11,,1.55,,8.521,,39.61666666666667,,30.415,,113.3,
RIVODUTRI,5706020001.0,116.0,1.209,,16.6,,2.801,,38.8,,12.21,,50.63333333333333,,16.77,,79.7,
RIVODUTRI,5706020002.0,31.0,7.436,,53.483333333333334,,6.327,,55.0,,31.593,,99.86666666666666,,18.412,,72.41666666666667,
RIVODUTRI,5706010003.0,158.0,3.862,,48.266666666666666,,2.614,,32.35,,27.990000000000002,,57.68333333333332,,14.808999999999997,,30.233333333333334,
RIVODUTRI,5706026603.0,27.0,1.394,,18.05,,2.858,,39.21666666666667,,33.432,,102.41666666666667,,15.929,,67.23333333333333,
RIVODUTRI,5706026604.0,28.0,2.215,,27.35,,0.967,,11.433333333333334,,6.753,,64.88333333333334,,30.785,,124.03333333333333,
RIVODUTRI,5706026606.0,22.0,2.068,,28.3,,3.6600000000000006,,50.5,,10.726,,30.95,,12.381,,62.76666666666666,
RIVODUTRI,5706026610.0,31.0,2.093,,29.533333333333335,,2.392,,35.43333333333333,,42.268,,141.61666666666667,,24.765,,106.43333333333334,
ROCCANTICA,5706110001.0,257.0,0.168,,2.6333333333333333,,5.865,,24.683333333333334,,5.865,,24.683333333333334,,73.854,,172.51666666666668,
ROCCANTICA,5706120001.0,22.0,3.667,,25.766666666666666,,8.236,,25.2,,8.236,,25.2,,73.026,,174.85,
ROCCA SINIBALDA,5706210001.0,65.0,6.87,,29.55,,6.567,,26.216666666666665,,6.567,,26.216666666666665,,3.788,,50.31666666666667,
ROCCA SINIBALDA,5706210004.0,36.0,58.876000000000005,,127.48333333333332,,58.57300000000001,,124.15000000000002,,58.57300000000001,,124.15000000000002,,53.704,,136.76666666666668,
ROCCA SINIBALDA,5706210002.0,108.0,6.196,,23.583333333333332,,5.893,,20.25,,5.893,,20.25,,14.699,,52.86666666666667,
ROCCA SINIBALDA,5706220002.0,32.0,9.704,,60.4,,9.401,,57.06666666666667,,9.401,,57.06666666666667,,54.39,,205.25,
ROCCA SINIBALDA,5706210003.0,177.0,0.247,,2.816666666666667,,0.057,,1.0,,0.057,,1.0,,8.941,,34.266666666666666,
ROCCA SINIBALDA,5706220004.0,27.0,3.777,,44.766666666666666,,3.474,,41.43333333333333,,3.474,,41.43333333333333,,6.577999999999999,,40.4,
ROCCA SINIBALDA,5706220003.0,49.0,1.6369999999999998,,22.7,,1.354,,19.6,,1.354,,19.6,,10.986000000000002,,46.28333333333333,
SALISANO,5706310001.0,296.0,0.133,,2.783333333333333,,0.133,,2.783333333333333,,26.689,,127.83333333333333,,24.881,,123.16666666666667,
SALISANO,5706326605.0,25.0,8.563,,56.48333333333333,,8.563,,56.48333333333333,,34.7,,175.1833333333333,,61.034,,231.11666666666667,
SCANDRIGLIA,5706410001.0,504.0,0.579,,9.9,,5.194,,16.016666666666666,,4.876,,14.15,,62.544,,356.53333333333336,
SCANDRIGLIA,5706410002.0,1394.0,4.546,,28.833333333333332,,0.378,,6.85,,0.287,,5.433333333333334,,24.505000000000003,,103.15,
SCANDRIGLIA,5706410003.0,299.0,3.856,,50.2,,9.507,,25.65,,9.189,,23.783333333333335,,58.177,,97.23333333333333,
SCANDRIGLIA,5706420004.0,145.0,3.03,,45.68333333333333,,3.423,,57.21666666666666,,3.332,,55.8,,52.072,,118.68333333333332,
SCANDRIGLIA,5706420003.0,317.0,3.25,,49.9,,6.586999999999999,,44.81666666666667,,6.27,,42.95,,13.379,,54.18333333333333,
SELCI,5706510001.0,700.0,1.356,,18.516666666666666,,1.533,,19.85,,4.599,,59.3,,4.599,,59.3,
SELCI,5706520001.0,66.0,1.197,,17.733333333333334,,2.189,,33.9,,3.039,,42.7,,3.039,,42.7,
SELCI,5706520002.0,33.0,2.0,,30.033333333333335,,1.776,,25.0,,5.675,,70.41666666666667,,5.675,,70.41666666666667,
STIMIGLIANO,5706610001.0,1085.0,1.359,,20.483333333333334,,9.183,,38.916666666666664,,0.073,,0.9833333333333332,,,,,
STIMIGLIANO,5706610002.0,918.0,0.285,,4.6,,7.675,,14.683333333333335,,1.612,,31.95,,,,,
STIMIGLIANO,5706620002.0,47.0,1.8279999999999998,,25.449999999999996,,9.39,,19.05,,4.772,,33.68333333333333,,,,,
STIMIGLIANO,5706626603.0,27.0,2.005,,24.3,,9.829,,42.75,,0.987,,16.35,,,,,
TARANO,5706710001.0,264.0,4.742,,14.466666666666667,,0.119,,1.7,,1.673,,23.9,,1.673,,23.9,
TARANO,5706710004.0,205.0,1.818,,27.066666666666666,,2.819,,36.266666666666666,,3.735,,51.016666666666666,,3.735,,51.016666666666666,
TARANO,5706710002.0,88.0,3.324,,52.1,,1.597,,21.716666666666665,,2.513,,36.46666666666667,,2.513,,36.46666666666667,
TARANO,5706710003.0,198.0,0.211,,3.2333333333333334,,16.292,,50.28333333333334,,5.835,,57.60000000000001,,5.835,,57.60000000000001,
TARANO,5706720003.0,31.0,4.032,,60.0,,3.131,,40.61666666666667,,6.722,,89.31666666666666,,6.722,,89.31666666666666,
TOFFIA,5706810001.0,780.0,0.383,,6.383333333333334,,0.219,,4.516666666666667,,14.204,,118.13333333333334,,8.235,,52.65,
TOFFIA,5706826601.0,29.0,2.017,,23.733333333333334,,1.84,,21.7,,12.151,,112.01666666666667,,9.869000000000002,,70.01666666666667,
TORRICELLA IN SABINA,5706910001.0,146.0,5.789,,90.23333333333333,,5.73,,88.16666666666667,,5.582,,85.95,,5.582,,85.95,
TORRICELLA IN SABINA,5706910004.0,470.0,0.299,,4.233333333333333,,0.025,,0.4,,0.129,,1.7833333333333334,,0.129,,1.7833333333333334,
TORRICELLA IN SABINA,5706910002.0,109.0,20.522,,66.1,,20.198,,61.583333333333336,,20.09,,59.916666666666664,,20.09,,59.916666666666664,
TORRICELLA IN SABINA,5706920001.0,28.0,2.169,,27.8,,1.845,,23.283333333333335,,1.737,,21.616666666666667,,1.737,,21.616666666666667,
TORRICELLA IN SABINA,5706920002.0,54.0,0.861,,14.016666666666667,,0.802,,11.85,,0.654,,9.633333333333333,,0.654,,9.633333333333333,
TORRICELLA IN SABINA,5706910003.0,163.0,6.015,,54.60000000000001,,5.691,,50.083333333333336,,5.583,,48.416666666666664,,5.583,,48.416666666666664,
TORRICELLA IN SABINA,5706920004.0,32.0,1.051,,14.733333333333333,,0.727,,10.233333333333333,,0.619,,8.566666666666666,,0.619,,8.566666666666666,
TORRICELLA IN SABINA,5706926603.0,28.0,4.442,,59.266666666666666,,4.118,,54.75,,4.01,,53.083333333333336,,4.01,,53.083333333333336,
TORRI IN SABINA,5707010001.0,57.0,14.857,,65.63333333333334,,9.643,,44.03333333333333,,9.739,,45.53333333333333,,9.739,,45.53333333333333,
TORRI IN SABINA,5707010002.0,465.0,0.377,,5.2,,6.248,,26.983333333333334,,6.3,,27.85,,6.3,,27.85,
TORRI IN SABINA,5707026603.0,30.0,12.09,,320.1333333333333,,6.153,,77.23333333333333,,6.25,,78.73333333333333,,6.25,,78.73333333333333,
TORRI IN SABINA,5707026601.0,28.0,1.957,,26.066666666666666,,8.248,,40.666666666666664,,8.3,,41.53333333333334,,8.3,,41.53333333333334,
TORRI IN SABINA,5707026604.0,25.0,2.532,,34.65,,3.86,,52.6,,3.9129999999999994,,53.46666666666667,,3.9129999999999994,,53.46666666666667,
TURANIA,5707110001.0,213.0,96.958,,194.41666666666666,,17.572,,111.48333333333333,,100.302,,196.09999999999997,,100.302,,196.09999999999997,
VACONE,5707210001.0,151.0,7.233,,17.25,,50.921,,191.7,,62.326,,249.56666666666666,,12.692,,40.13333333333333,
VARCO SABINO,5707310001.0,26.0,75.33,,283.2,,16.098,,180.09999999999997,,15.762,,174.23333333333332,,15.762,,174.23333333333332,
VARCO SABINO,5707310002.0,25.0,101.415,,174.8,,28.579,,57.7,,28.243,,51.83333333333334,,28.243,,51.83333333333334,
VARCO SABINO,5707310003.0,65.0,70.736,,144.36666666666667,,76.225,,144.78333333333333,,76.561,,149.01666666666668,,76.561,,149.01666666666668,
AFFILE,5800110001.0,1297.0,0.119,,1.4666666666666666,,0.429,,5.6,,0.429,,5.6,,9.259,,11.083333333333334,
AFFILE,5800126701.0,28.0,2.061,,35.2,,2.338,,38.733333333333334,,2.338,,38.733333333333334,,12.891,,31.033333333333335,
AGOSTA,5800210001.0,1010.0,0.259,,5.0,,0.259,,5.0,,0.242,,4.816666666666666,,9.827,,26.866666666666667,
AGOSTA,5800210002.0,389.0,3.833,,19.933333333333334,,3.833,,19.933333333333334,,3.8099999999999996,,19.65,,7.211,,23.683333333333337,
AGOSTA,5800220002.0,142.0,1.8290000000000002,,11.683333333333334,,1.8290000000000002,,11.683333333333334,,1.806,,11.4,,8.258,,24.466666666666665,
AGOSTA,5800220003.0,47.0,3.192,,15.400000000000002,,3.192,,15.400000000000002,,3.169,,15.116666666666667,,7.268,,20.383333333333333,
ALBANO LAZIALE,5800310001.0,27443.0,5.072500000000001,2.277923593977638,41.11944444444445,6.624704745342465,4.7414000000000005,2.387753714267868,41.9,7.483231253943715,4.642,1.9415594247923498,42.15555555555556,12.391409808292073,4.538666666666667,2.026336924929646,40.35,10.370671787947652
ALBANO LAZIALE,5800310002.0,9433.0,5.8773333333333335,4.087184050989956,38.70000000000001,14.776140677908197,6.64,4.081511545983914,40.13333333333333,17.187879288744277,6.182,4.746462788224512,36.333333333333336,18.40702613436269,6.078666666666668,4.626154162296511,34.52777777777778,16.239401101892522
ALBANO LAZIALE,5800320002.0,1096.0,5.2444999999999995,2.728753763167355,41.519444444444446,19.226513570433774,5.023599999999999,3.107428969421506,43.303333333333335,21.29341121359166,5.693333333333333,2.5559261204763595,44.238888888888894,22.84552188877221,5.590000000000001,2.4388778157177127,42.43333333333333,20.478450733501408
ALBANO LAZIALE,5800320007.0,38.0,5.8725000000000005,2.827019543618332,49.46111111111111,20.391061948986557,5.712200000000001,3.1602300865601545,48.18999999999999,23.475100875419283,6.374333333333333,2.5559261204763595,52.90555555555556,22.845521888772215,6.271,2.4388778157177122,51.1,20.47845073350141
ALBANO LAZIALE,5800320008.0,87.0,4.030666666666666,1.4982811040210933,44.50277777777777,7.90553544933806,3.8498,1.6087663596681774,44.06333333333334,9.053470789334513,3.8626666666666667,1.1101641019837263,44.69444444444444,5.736078154330937,3.759333333333333,1.227531805426374,42.88333333333333,4.215480729143212
ALBANO LAZIALE,5800320014.0,134.0,5.324666666666666,3.345088200132646,45.7,11.74853655189067,5.9094,3.3803160059379063,47.333333333333336,12.60745480525973,6.776666666666667,4.564841326194519,48.11111111111111,19.70821411756285,6.673333333333333,4.4435803507232015,46.305555555555564,17.346728264473434
ALBANO LAZIALE,5800320010.0,81.0,6.540000000000001,3.96366527345587,61.419444444444444,15.64617602080694,7.224600000000001,4.013549214847128,63.95,16.284186262206116,8.334999999999999,5.211089329497241,67.12222222222222,24.25032264008354,8.157333333333334,5.06957220417397,66.06666666666666,22.41475208676445
ALBANO LAZIALE,5800320011.0,51.0,5.6866666666666665,2.7058020375974783,33.050000000000004,20.191400809915756,5.8018,2.3564687988598534,28.473333333333336,19.036713797875468,6.743999999999999,3.2346438752975573,26.044444444444444,19.061729644422016,6.842666666666666,3.417249234886641,26.33888888888889,18.774571554020536
ALLUMIERE,5800410001.0,3213.0,0.632,,8.666666666666666,,0.964,,9.833333333333334,,0.441,,7.0,,4.549,,20.016666666666666,
ALLUMIERE,5800410002.0,429.0,2.19,,15.783333333333333,,2.502,,19.916666666666668,,2.8789999999999996,,27.149999999999995,,6.099999999999999,,27.05,
ANGUILLARA SABAZIA,5800510001.0,14440.0,2.4223333333333334,0.2060687587513773,28.57222222222222,8.758065066194913,2.3870000000000005,0.22749285703072067,26.27222222222222,10.892866337059179,1.897,,27.283333333333335,,1.897,,27.283333333333335,
ANGUILLARA SABAZIA,5800510002.0,206.0,5.638,1.7470077275158231,22.927777777777774,3.5639527577198975,5.602666666666666,1.7972938917531918,20.627777777777776,1.1306749868666621,4.673,,21.066666666666666,,4.673,,21.066666666666666,
ANGUILLARA SABAZIA,5800520001.0,257.0,10.480333333333332,11.530923524737007,72.13888888888889,36.2127100666378,10.368000000000002,11.401515732568194,70.4888888888889,34.378515308471584,3.887,,51.65,,3.887,,51.65,
ANGUILLARA SABAZIA,5800520007.0,172.0,18.601333333333333,16.54998967774099,102.94444444444444,60.534091251985465,18.587666666666667,16.440062814154125,102.63333333333334,59.23881282102508,17.083,,129.08333333333334,,17.083,,129.08333333333334,
ANGUILLARA SABAZIA,5800520008.0,175.0,4.675666666666666,2.3691022209548778,38.37777777777777,10.247145040521358,4.662,2.2793808369818325,38.06666666666667,9.049969306270846,6.085999999999999,,44.38333333333333,,6.085999999999999,,44.38333333333333,
ANGUILLARA SABAZIA,5800520009.0,58.0,4.133666666666667,2.3691022209548773,31.31666666666667,10.237566985264504,4.12,2.2793808369818325,31.0,9.049969306270848,4.048,,56.86666666666667,,4.048,,56.86666666666667,
ANGUILLARA SABAZIA,5800520005.0,77.0,39.677,1.7470077275158216,131.32777777777778,4.009929804502448,39.641666666666666,1.7972938917531915,129.07222222222222,1.6695253261974834,38.712,,129.2,,38.712,,129.2,
ANGUILLARA SABAZIA,5800520006.0,44.0,23.487333333333332,1.2491934731391032,139.26111111111112,9.85451579132539,23.35666666666667,1.133919897229665,137.35,8.183944308488698,22.81,,133.71666666666667,,22.81,,133.71666666666667,
ANGUILLARA SABAZIA,5800520004.0,1732.0,41.549,15.049917175851832,172.91666666666666,27.701403895430605,41.41833333333334,15.163527766761051,171.00555555555553,29.305338598459677,50.281,,189.01666666666668,,50.281,,189.01666666666668,
ANGUILLARA SABAZIA,5800520003.0,343.0,20.093333333333334,2.7817872552251957,95.13333333333333,21.355743437721333,19.96266666666667,2.894835804209512,93.22222222222221,22.954485965186105,21.742,,107.56666666666668,,21.742,,107.56666666666668,
ANGUILLARA SABAZIA,5800526702.0,26.0,3.5883333333333334,0.5726642413607935,48.74444444444445,6.728098900492979,11.557,14.475702711785702,67.49444444444444,40.645077374939454,3.237,,44.266666666666666,,3.237,,44.266666666666666,
ANTICOLI CORRADO,5800610001.0,794.0,5.061,,39.56666666666667,,0.38000000000000006,,5.583333333333332,,0.38000000000000006,,5.583333333333332,,,,,
ARCINAZZO ROMANO,5800810001.0,311.0,9.838,,22.066666666666666,,4.375,4.579223514964082,13.75,2.3805928299947103,7.632999999999999,,12.333333333333334,,33.745,,107.96666666666665,
ARCINAZZO ROMANO,5800810002.0,868.0,2.366,,32.18333333333333,,4.4835,5.912119797500724,12.333333333333336,10.630171943837766,0.316,,4.983333333333333,,41.237,,120.91666666666667,
ARICCIA,5800910001.0,17796.0,2.7068000000000003,1.6585693232421732,35.00333333333334,7.232281029446302,2.685,1.6697324636000825,34.6,7.3374798882934655,2.064,,33.9,,2.064,,33.9,
ARICCIA,5800926702.0,41.0,2.9378,1.9519557372030751,37.026666666666664,10.619201685835165,2.916,1.9571758990954289,36.62,10.604947744645735,1.765,,29.200000000000003,,1.765,,29.200000000000003,
ARSOLI,5801010001.0,1260.0,0.43099999999999994,,6.516666666666667,,0.158,,3.0,,0.025,,0.45,,,,,
ARTENA,5801110001.0,9909.0,3.5672,2.4620559904275128,24.446666666666665,12.360827462413491,2.5075000000000003,3.104511609469891,14.8875,7.620177588578988,0.767,,9.716666666666667,,0.767,,9.716666666666667,
ARTENA,5801110004.0,386.0,6.0952,3.4025968318330047,26.026666666666667,13.037417305586258,5.79675,3.1639601108947843,20.441666666666666,12.451569141038973,3.3020000000000005,,12.283333333333333,,3.3020000000000005,,12.283333333333333,
ARTENA,5801110002.0,907.0,4.458,2.0431976164825567,34.7,17.94862266458225,4.28025,1.3317961242872975,24.979166666666664,21.48594878915917,5.409,,17.2,,5.409,,17.2,
ARTENA,5801110005.0,96.0,4.3156,2.771489184535996,30.236666666666665,19.441476995788612,4.508,1.4581456260149965,25.395833333333332,6.088717176208126,5.852,,31.133333333333336,,5.852,,31.133333333333336,
ARTENA,5801110003.0,1605.0,5.752800000000001,4.11318552948928,32.63666666666666,22.25704445288677,5.834500000000001,3.6810584075779076,27.716666666666665,11.933286778307698,8.585,,36.483333333333334,,8.585,,36.483333333333334,
BELLEGRA,5801210001.0,1797.0,0.054,,1.15,,0.054,,1.15,,0.526,,8.283333333333333,,3.46,,26.583333333333332,
BELLEGRA,5801220004.0,154.0,4.031,,36.38333333333333,,4.031,,36.38333333333333,,4.429,,37.483333333333334,,7.219,,48.45,
BELLEGRA,5801220003.0,81.0,3.444,,59.35,,3.444,,59.35,,3.877,,44.333333333333336,,8.081,,64.31666666666666,
BELLEGRA,5801226602.0,26.0,2.5949999999999998,,16.283333333333335,,2.5949999999999998,,16.283333333333335,,2.993,,17.383333333333333,,5.783,,28.35,
BRACCIANO,5801310006.0,886.0,5.669666666666667,0.8542004058377247,29.84444444444445,12.895836250224047,5.793499999999999,1.08965154980847,31.949999999999996,16.56986890580476,5.363,,25.983333333333334,,5.023,,20.233333333333334,
BRACCIANO,5801310001.0,12279.0,1.4306666666666668,0.6280384807743339,10.694444444444445,6.869100162105443,1.0365,0.12374368670764593,14.208333333333334,2.3216672648958308,0.577,,7.866666666666665,,0.949,,12.566666666666666,
BRACCIANO,5801310004.0,373.0,2.901333333333334,0.7663323908940123,35.827777777777776,1.7017420268436478,2.497,0.029698484809834867,35.40833333333334,0.5539003119294609,3.311,,31.6,,2.476,,35.016666666666666,
BRACCIANO,5801310002.0,240.0,7.743,0.29473377817956314,10.772222222222222,1.0507052305387476,7.3495,0.9298454172603097,9.875,2.7223611075682084,7.539,,10.333333333333334,,8.007,,11.8,
BRACCIANO,5801310005.0,1465.0,3.604,1.3908554921342473,29.15,1.8484978886773025,4.3945,0.7403407999023154,28.83333333333333,2.2863119258365043,3.7070000000000003,,25.816666666666666,,3.8710000000000004,,27.216666666666665,
BRACCIANO,5801310003.0,280.0,2.2146666666666666,0.8624130874084259,37.78333333333334,13.10191885861677,2.3525,1.0896515498084698,40.1,16.687720036002517,1.922,,34.21666666666667,,1.582,,28.3,
BRACCIANO,5801320005.0,143.0,2.2079999999999997,1.6905156018209353,19.194444444444443,2.343450289479011,2.813,1.9996979771955565,20.950000000000003,0.7542472332656506,3.016,,15.783333333333331,,1.399,,21.483333333333334,
BRACCIANO,5801320006.0,762.0,3.6443333333333334,1.5455692586659886,30.57777777777778,1.3115230049803157,4.5295000000000005,0.740340799902315,31.583333333333332,2.2863119258365066,3.8420000000000005,,28.566666666666666,,4.006,,29.966666666666665,
BRACCIANO,5801320003.0,52.0,3.5326666666666666,0.3186366792027139,48.47222222222222,4.271037258004111,3.4495,0.2835498192558054,47.40833333333334,3.75945105330848,3.302,,45.516666666666666,,3.6499999999999995,,50.06666666666667,
BRACCIANO,5801326704.0,41.0,11.176333333333332,0.9354455266520513,13.572222222222223,2.299295383211835,11.052,1.0832875887777909,13.341666666666667,2.793071785686862,11.35,,13.983333333333333,,11.818,,15.316666666666666,
CAMERATA NUOVA,5801410001.0,382.0,41.004,,89.41666666666669,,0.128,,1.666666666666667,,41.004,,89.41666666666669,,41.004,,89.41666666666669,
CAMPAGNANO DI ROMA,5801510001.0,7052.0,1.447,,8.45,,1.428,,8.183333333333334,,1.31,,7.75,,1.31,,7.75,
CAMPAGNANO DI ROMA,5801520001.0,253.0,3.967,,17.25,,3.948,,16.983333333333334,,4.077,,17.5,,4.077,,17.5,
CAMPAGNANO DI ROMA,5801520002.0,1186.0,3.922,,12.016666666666667,,3.9029999999999996,,11.75,,3.786,,11.316666666666666,,3.786,,11.316666666666666,
