Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
CERVARO,3683.0,6.934096931849036,11.872563127884877,2.4004583300787465,3.3902331122734846
CERVETERI,31366.0,18.997574826244975,20.056456035197346,3.333783761496995,3.890270796659922
CIAMPINO,37832.0,7.883578082046944,14.424402622118839,1.013829984807728,1.6492101685031468
CICILIANO,1113.0,14.434748427672956,17.60817610062893,0.7905453813665604,0.3535533905932738
CINETO ROMANO,566.0,23.205560070671375,24.717815076560658,0.6059905114768732,1.87383297014435
CISTERNA DI LATINA,31645.0,18.462651982935693,23.857668404697954,4.040512140779725,3.9124875448936165
CITTADUCALE,5966.0,7.514138954073081,9.184920102804782,4.838988219544339,5.875415666934489
CITTAREALE,259.0,20.435463320463324,20.029214929214927,1.3174553123351092,1.5001111069961888
CIVITA CASTELLANA,13272.0,1.90423018384569,3.9599897026321074,2.619853176547622,2.714864773932717
CIVITELLA D'AGLIANO,967.0,21.84133919338159,24.96080661840744,3.8809877093337986,4.632465945988243
CIVITELLA SAN PAOLO,1472.0,71.37797554347826,67.78976449275362,1.9466649686065656,3.2291209674185644
COLFELICE,854.0,19.615740046838408,22.91934035909446,0.16404877323527603,0.5539003119294634
COLLALTO SABINO,343.0,51.48365306122449,62.59183673469388,1.8547410870523124,8.720983634634088
COLLE DI TORA,347.0,33.0,36.56666666666667,,
COLLE SAN MAGNO,276.0,21.771,37.65,,
COLLEFERRO,20520.0,0.5572585282651072,1.4287589343729696,1.676475071889429,2.370868726546984
COLLEGIOVE,114.0,53.516,74.75,,
COLLEPARDO,579.0,17.59579792746114,24.783506044905003,3.090056633785212,6.340390804639372
COLLEVECCHIO,1202.0,13.390657237936772,17.555934553521908,1.2321729789278777,1.8211294148629338
COLLI SUL VELINO,388.0,21.367,25.65,,
COLONNA,3915.0,4.646087867177521,9.98123031077054,0.33911699062909456,0.6892696080581185
CONCERVIANO,128.0,22.434437499999998,24.463932291666666,5.00631601080076,8.874190103891175
CONFIGNI,484.0,29.65761570247934,35.80327134986226,2.282755936727943,2.9967142500238966
CONTIGLIANO,2929.0,14.904640150221919,15.351889154432682,3.155206125508197,2.0789453790056376
CORCHIANO,2893.0,9.730597303836847,13.760006913238854,0.9932144783479548,1.3133925536563704
CORENO AUSONIO,1205.0,23.982830705394193,29.83784232365145,0.30264170234784293,1.685271161827938
CORI,8786.0,26.384133849305712,32.202558995371426,2.99015049788468,3.7426594822398673
COTTANELLO,391.0,30.3059820971867,36.31658141517477,1.7949665920753688,2.48941462701278
ESPERIA,1258.0,22.73952146263911,27.671674615792263,3.0638936828813095,3.27626141949767
FABRICA DI ROMA,6833.0,11.0900554661203,14.783404068491146,2.731092150282252,3.2524065164348923
FALERIA,1663.0,11.609526157546602,13.62050511124474,1.0548371122279192,1.1060440015358037
FALVATERRA,176.0,27.431568181818182,33.27253787878788,0.9230926280715271,1.9357264881788034
FARA IN SABINA,12039.0,46.11016321953649,47.471161779771286,3.8968961247249796,3.852114618886234
FARNESE,1309.0,30.827000000000005,33.833333333333336,,
FERENTINO,14984.0,11.297237853710625,16.089783546894463,4.458340212455752,5.540468855511137
FIAMIGNANO,1093.0,37.579167429094234,33.33642878926502,2.036692892794698,2.8356465454797655
FIANO ROMANO,13944.0,61.996,54.78333333333333,,
FILACCIANO,370.0,75.887,69.46666666666667,,
FILETTINO,491.0,43.259,61.15,,
FIUGGI,9607.0,18.48046913708754,22.44439644703515,0.10606601717798363,1.1195857368786994
FONDI,33158.0,1.6976906327281498,3.8702108088545746,4.705146780093287,4.695489209649783
FONTANA LIRI,1909.0,9.491818753273966,12.263165706303475,1.7571603512485716,2.0152543263816614
FONTE NUOVA,31026.0,3.528188390382261,6.7964792969337555,2.9128948659366345,4.102902089442979
FONTECHIARI,227.0,12.946651982378857,18.212114537444933,3.2753186104560905,2.5102290732122428
FORANO,2660.0,22.712786842105263,24.749812030075187,7.324193903313412,2.6491787686277726
FORMELLO,12094.0,27.663269720522575,31.52849898021057,1.8853952219248737,1.9430516553735107
FORMIA,35353.0,3.5105196588691197,6.8412706606700056,2.3103402040247953,3.009819449283287
FRASCATI,22080.0,2.566,6.583333333333333,,
FRASSO SABINO,645.0,32.49932403100775,35.445658914728675,0.9574272383145723,1.6190060393820507
FUMONE,1678.0,7.30948927294398,12.258700834326579,0.9273124248781177,1.71693633264905
GAETA,18773.0,2.1489185532413573,7.110195493527939,4.859237800313955,4.51369828657413
GALLESE,2019.0,16.400945517582965,17.047721644378406,2.2711686419110317,2.16043977004683
GALLICANO NEL LAZIO,5638.0,10.215112451223838,14.681870048480548,1.4558201296863567,2.544324657539395
