Comune,Popolazione_totale,SI_mean_km,SP_mean_km,SS_mean_km,IC_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,IC_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,IC_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min,IC_St.Dv_min
ANAGNI,14668.0,4.760661344423235,4.768457935642215,3.340983796927552,3.37313693073357,35.72091696209436,35.747368875556774,25.205201799836377,27.65063005635851,5.391313564637672,5.387378852443352,5.476635586034753,5.494291150366897,20.73370554905398,20.720082582418012,20.402142291104546,21.605318910746092
ANGUILLARA SABAZIA,17530.0,7.194953812511884,7.159339741395704,7.541654934398175,7.541654934398175,46.304284718260746,44.13816980414527,47.125379349686256,47.125379349686256,14.275770592160692,13.759309165694756,16.276599499113612,16.276599499113612,51.55328487902766,50.47716769464809,54.982043763065384,54.982043763065384
ANTICOLI CORRADO,794.0,5.061,0.38000000000000006,0.38000000000000006,,39.56666666666667,5.583333333333332,5.583333333333332,,,,,,,,,
ANTRODOCO,2289.0,0.5603529925731761,0.7850537352555701,0.27217737003058107,33.7443377020533,6.776802096985582,9.960382991116935,2.790643658074851,79.63604193971166,3.5752714232628553,3.6233116068039193,3.5330978852370714,12.941372840622433,20.497453969041203,19.178098040328305,23.249931799979624,17.610236790424334
AQUINO,3586.0,0.6275527049637479,0.548606525376464,0.584622699386503,0.584622699386503,6.755344859639339,5.476854433909649,5.9007064510132,5.9007064510132,2.317141924872104,2.753460616509099,2.840869755315556,2.840869755315556,17.088220235979325,17.419212466783996,16.805208903679127,16.805208903679127
ARCE,3260.0,10.780483895705522,3.367069631901841,3.367069631901841,3.367069631901841,50.632361963190185,18.550593047034763,18.550593047034763,18.550593047034763,3.8771995685682072,3.3178478237132394,3.3178478237132394,3.3178478237132394,17.688544707192953,12.79791053420495,12.79791053420495,12.79791053420495
ARCINAZZO ROMANO,1179.0,4.336985581000849,4.454879558948261,2.2460992366412214,39.260738761662424,29.51472999717274,12.707025728018097,6.922137404580154,117.50067854113657,5.283501869025883,0.07672108575874059,5.173900317941968,5.297644004649618,7.1535636030039065,1.0017346066809405,5.197234841721125,9.157032816365822
ARICCIA,17837.0,2.7073309749397327,2.685530974939732,2.0633127207490047,2.0633127207490047,35.007984152791025,34.60464315748164,33.88919661378034,33.88919661378034,0.1633416664540924,0.1633416664540924,0.21142492757477782,0.21142492757477782,1.430712720600771,1.4283556979968233,3.3234018715767704,3.3234018715767704
ARLENA DI CASTRO,799.0,0.675,8.068,8.068,8.572,10.116666666666667,17.983333333333334,17.983333333333334,21.83333333333333,,,,,,,,
ARNARA,1277.0,1.2248747063429914,1.2248747063429914,1.2248747063429914,8.993068911511354,19.396867658574788,19.396867658574788,19.396867658574788,40.0366092404072,0.7967537434978123,0.7967537434978123,0.7967537434978123,2.879102469134744,12.288659079627388,12.288659079627388,12.288659079627388,24.347242187986996
