Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
MONTALTO DI CASTRO,6347.0,2.7726225513365894,3.5185958370533768,4.780650897880686,4.149776300844511
MONTASOLA,247.0,1.4224170040485828,2.7263157894736847,2.1081826889527386,3.643741463365897
MONTE COMPATRI,10388.0,3.1870094339622645,5.566382150344414,3.680071995983624,4.599912850513935
MONTE PORZIO CATONE,8307.0,0.5011479876409454,1.6229779436352207,1.1731226373326118,2.1808262393917937
MONTE ROMANO,1896.0,0.3885,0.9666666666666668,,
MONTE SAN BIAGIO,4663.0,2.7513657516620205,5.158217170634069,1.5856697476495887,2.1762612527275893
MONTE SAN GIOVANNI CAMPANO,5300.0,2.696540943396226,4.7555513626834385,1.5967222177309042,2.3050816943980066
MONTE SAN GIOVANNI IN SABINA,482.0,15.463539419087136,23.288070539419092,1.3490013413809567,1.39170349727901
MONTEBUONO,621.0,3.378086956521739,5.342418142780462,2.2840642451976865,3.0583765837519628
MONTEFIASCONE,11222.0,0.7811170023168778,1.9551852511930927,3.1160311027544854,3.923401223491402
MONTEFLAVIO,1188.0,0.278,0.9666666666666668,,
MONTELANICO,1735.0,1.3658876080691642,2.099327569644573,4.980860166678041,5.892556509887896
MONTELEONE SABINO,992.0,4.368444052419355,6.919590053763442,0.7797522576647875,1.1814930917808726
MONTELIBRETTI,4390.0,1.8819225512528472,3.9219716527461403,4.5846890273799135,5.5294338669423375
MONTENERO SABINO,175.0,1.3715942857142858,2.661904761904762,1.8304209768195272,2.818617245140456
MONTEROSI,3126.0,0.6636737044145875,2.0049424184261033,0.5819268361165281,0.71619996288137
MONTOPOLI DI SABINA,2685.0,2.9643804469273745,4.714612042209809,2.9343027612099686,3.7851090526064706
MONTORIO ROMANO,1871.0,0.6139999999999999,1.5833333333333333,,
MORICONE,2188.0,0.28,1.1166666666666667,,
MORLUPO,7779.0,0.9158482238505375,1.6992851123394892,1.7068747878547337,2.713849730391686
MOROLO,2160.0,1.8609796296296295,3.4175797325102883,1.6133857757448034,1.627989494511154
MORRO REATINO,290.0,1.536137931034483,3.456494252873563,1.102319599753175,1.4968485412878472
NAZZANO,1041.0,16.72582804995197,21.935190521934032,2.575485633817437,3.3256682703547615
NEMI,1776.0,2.7674724099099097,5.858502252252252,1.327189423807569,2.4475308797658526
NEPI,8018.0,1.8682138521659601,3.4145582162356916,3.0255365548022133,3.7344459003091983
NEROLA,1635.0,2.387949235474006,3.953119266055046,4.392168519080295,6.5049617814233
NESPOLO,186.0,0.22,0.5833333333333334,,
