Comune,Popolazione_totale_driving,SI_mean_km_driving,SP_mean_km_driving,SS_mean_km_driving,IC_mean_km_driving,SI_mean_min_driving,SP_mean_min_driving,SS_mean_min_driving,IC_mean_min_driving,SI_St.Dv_km_driving,SP_St.Dv_km_driving,SS_St.Dv_km_driving,IC_St.Dv_km_driving,SI_St.Dv_min_driving,SP_St.Dv_min_driving,SS_St.Dv_min_driving,IC_St.Dv_min_driving,Popolazione_totale_transit,SI_mean_km_transit,SP_mean_km_transit,SS_mean_km_transit,IC_mean_km_transit,SI_mean_min_transit,SP_mean_min_transit,SS_mean_min_transit,IC_mean_min_transit,SI_St.Dv_km_transit,SP_St.Dv_km_transit,SS_St.Dv_km_transit,IC_St.Dv_km_transit,SI_St.Dv_min_transit,SP_St.Dv_min_transit,SS_St.Dv_min_transit,IC_St.Dv_min_transit,SI_diff_km,SI_diff_min,SP_diff_km,SP_diff_min,SS_diff_km,SS_diff_min,IC_diff_km,IC_diff_min
ARLENA DI CASTRO,799.0,0.637,7.823,7.823,8.457,3.783333333333333,11.183333333333334,11.183333333333334,10.666666666666666,,,,,,,,,799.0,0.675,8.068,8.068,8.572,10.116666666666667,17.983333333333334,17.983333333333334,21.83333333333333,,,,,,,,,0.038000000000000034,6.333333333333334,0.24499999999999922,6.800000000000001,0.24499999999999922,6.800000000000001,0.11499999999999844,11.166666666666663
ARNARA,1277.0,1.227811276429131,1.227811276429131,1.227811276429131,6.500775254502741,2.3212999216914643,2.3212999216914643,2.3212999216914643,9.721547898720962,0.7997266373233071,0.7997266373233071,0.7997266373233071,1.2089645822401545,1.4885545851887394,1.4885545851887394,1.4885545851887394,1.9548629613174588,1277.0,1.2248747063429914,1.2248747063429914,1.2248747063429914,8.993068911511354,19.396867658574788,19.396867658574788,19.396867658574788,40.0366092404072,0.7967537434978123,0.7967537434978123,0.7967537434978123,2.879102469134744,12.288659079627388,12.288659079627388,12.288659079627388,24.347242187987,-0.002936570086139456,17.075567736883322,-0.002936570086139456,17.075567736883322,-0.002936570086139456,17.075567736883322,2.492293657008614,30.31506134168624
ARPINO,3191.0,5.554451269194609,4.01888551133396,2.931519586336572,2.931519586336572,9.262142222918628,6.5813259514607045,4.991977436540269,4.991977436540269,1.0858569436043055,1.356688736835009,2.430922924149981,2.430922924149981,1.5758681933669128,2.197851212267804,3.7880374958777057,3.7880374958777057,3191.0,7.919212315888436,5.395071137574428,3.845135694139768,3.845135694139768,39.536391413350046,28.03484104599742,25.10448135380758,25.10448135380758,5.305522595359332,6.714539234364822,11.510264249904589,11.510264249904589,18.603354282767807,27.08483138606969,44.68809824774377,44.68809824774377,2.364761046693827,30.27424919043142,1.376185626240468,21.453515094536716,0.9136161078031959,20.11250391726731,0.9136161078031959,20.11250391726731
ARSOLI,1260.0,0.4660000000000001,0.158,0.025,,1.45,0.7333333333333333,0.1166666666666666,,,,,,,,,,1260.0,0.4309999999999999,0.158,0.025,,6.516666666666667,3.0,0.45,,,,,,,,,,-0.0350000000000002,5.066666666666666,0.0,2.2666666666666666,0.0,0.3333333333333334,,
ARTENA,12903.0,3.686276354336201,2.990335522746648,2.1630035650623887,2.1630035650623887,6.06688651218063,4.91522288098375,4.168768245110956,4.168768245110956,0.7689383278261012,0.8736135694630663,1.7589702385202544,1.7589702385202544,0.9601255704912308,1.1397238639736864,2.2494258526714472,2.2494258526714472,12903.0,3.982878369371464,3.1592412810974198,2.179450902890801,2.179450902890801,26.276508047224155,17.43703596062931,13.808321062285255,13.808321062285255,1.0547090821643663,1.3642209612998917,2.928799156651067,2.928799156651067,4.329024396122321,5.093207111492282,11.826790444673575,11.826790444673575,0.29660201503526284,20.209621535043524,0.1689057583507716,12.52181307964556,0.016447337828412234,9.6395528171743,0.016447337828412234,9.6395528171743
ASCREA,174.0,5.22609195402299,14.944471264367817,16.947655172413793,18.821862068965515,9.540996168582376,27.48639846743295,24.857279693486586,29.402873563218392,2.264155913359325,7.759082709959985,5.5069476118808325,3.273197290112528,6.175399222362515,13.7296566680388,6.847150664489733,3.323401871576768,174.0,5.22609195402299,31.253896551724136,61.116908045977006,40.76759770114943,48.97088122605364,149.55536398467433,155.29233716475096,106.30268199233716,2.264155913359325,42.407314988100815,46.00366007721559,12.563873288122576,30.028467974388715,361.7440441420179,104.60466316352992,4.195500235040204,0.0,39.42988505747127,16.30942528735632,122.06896551724138,44.16925287356321,130.43505747126437,21.94573563218391,76.89980842911876
ATINA,2745.0,1.9800444444444445,1.9800444444444445,3.314539890710383,1.8863562841530055,3.645464480874317,3.645464480874317,5.534887674559807,3.5089374620522173,1.326603201618877,1.326603201618877,2.790598971221379,1.2896785928002654,2.177159905134497,2.177159905134497,2.77784888797869,2.063826249440294,2745.0,2.8170459016393443,2.8170459016393443,3.309285974499089,2.8143402550091072,16.48831815421979,16.48831815421979,16.633831208257437,14.39476017000607,2.4288544138413,2.4288544138413,2.319947209430735,2.3226966342046165,7.705684966833304,7.705684966833304,15.321204194833967,8.87715971730061,0.8370014571948998,12.842853673345473,0.8370014571948998,12.842853673345473,-0.0052539162112941185,11.09894353369763,0.9279839708561017,10.885822707953853
AUSONIA,1745.0,1.819875071633238,1.904209455587393,2.068589684813753,9.42184011461318,3.1892454632282714,3.422717287488061,3.905606494746896,13.200907354345748,1.7832310001791694,1.784247803060795,1.7856532189038887,2.1165178134250264,2.6512661354930254,2.6830342859900203,2.716238114552827,1.7675012322656545,1745.0,1.8048934097421203,1.822350429799427,2.0274991404011464,55.05101203438396,16.1643553008596,17.841566380133717,20.347965616045848,135.3087965616046,1.376430152109566,1.382627169886767,1.8145816848268612,7.38864170565507,18.006412999009804,17.792333427290497,15.4804787465447,22.9626706291808,-0.014981661891117604,12.97510983763133,-0.08185902578796589,14.418849092645656,-0.04109054441260662,16.442359121298953,45.629171919770776,122.10788920725885
BAGNOREGIO,3005.0,1.9774798668885192,1.6539574043261231,1.6539574043261231,2.813385690515807,3.321907931225735,2.4151026067665,2.4151026067665,6.167737104825291,4.2265998450290985,4.572323798318166,4.572323798318166,4.6946542914965175,4.170054178527162,5.231032756894541,5.231032756894541,5.505004036732802,3005.0,2.2524399334442595,2.002630615640599,2.002630615640599,2.887666555740432,10.023521907931226,7.590354963948974,7.590354963948974,18.862401552967277,6.423961135208296,6.585399000819919,6.585399000819919,6.787201828932648,12.49407544783912,17.562860646092766,17.562860646092766,5.652383961165805,0.27496006655574035,6.701613976705491,0.3486732113144757,5.175252357182474,0.3486732113144757,5.175252357182474,0.07428086522462518,12.694664448141985
BARBARANO ROMANO,852.0,0.2718532863849765,5.736853286384976,5.412607981220656,15.869100938967136,0.4500391236306729,7.347202660406887,6.809780907668233,20.09303599374022,0.737512372777569,0.7375123727775692,0.7368052659963824,0.994192134348285,1.249221980096234,1.0488750587600448,1.0370899457402698,1.4613540144522006,852.0,0.2718532863849765,5.822285211267606,5.510039906103287,19.891518779342725,3.679244913928013,9.509526604068856,9.49285993740219,57.65980046948357,0.737512372777569,0.6724585489084058,0.6717514421272203,0.3040559159102152,10.029131179829202,2.958063367963724,2.958063367963724,1.6617009357883827,0.0,3.22920579029734,0.08543192488262985,2.1623239436619697,0.0974319248826312,2.6830790297339577,4.022417840375589,37.566764475743355
BASSANO IN TEVERINA,1036.0,0.205,0.422,8.652,9.552,0.5166666666666667,1.15,10.716666666666669,12.65,,,,,,,,,1036.0,0.205,0.422,8.695,9.565,2.55,5.416666666666667,77.9,23.48333333333333,,,,,,,,,0.0,2.033333333333333,0.0,4.2666666666666675,0.04300000000000104,67.18333333333334,0.0129999999999999,10.83333333333333
BASSANO ROMANO,3394.0,0.161,0.331,0.551,0.551,0.4666666666666667,1.0166666666666666,1.9166666666666667,1.9166666666666667,,,,,,,,,3394.0,0.161,0.331,0.55,0.55,2.283333333333333,4.433333333333334,7.2,7.2,,,,,,,,,0.0,1.8166666666666664,0.0,3.416666666666667,-0.0010000000000000009,5.283333333333333,-0.0010000000000000009,5.283333333333333
BASSIANO,1141.0,0.9435915863277826,0.827652059596845,0.827652059596845,9.948286590709902,2.485276073619632,2.1762489044697637,2.1762489044697637,15.417893660531696,1.571128150936984,1.507939543438883,1.507939543438883,2.067598768297821,2.265333554051392,2.0132144464530866,2.0132144464530866,3.124885183075918,1141.0,0.8613978965819457,0.7952857142857144,0.7952857142857144,10.34665907099036,10.956952965235171,8.950847210049664,8.950847210049664,32.4067046450482,1.6255276835538668,1.6143139925883896,1.6143139925883896,2.072856402809097,12.329303958906646,11.344140068285864,11.344140068285864,8.421834222226574,-0.08219368974583696,8.47167689161554,-0.032366345311130584,6.7745983055799,-0.032366345311130584,6.7745983055799,0.39837248028045735,16.988810984516505
BELLEGRA,2058.0,0.5871151603498542,0.5871151603498542,1.0420466472303205,4.026971817298348,1.2437479753806286,1.2437479753806286,2.8797052154195013,7.934062196307094,2.013034028525102,2.013034028525102,1.70287372305367,1.7025638509808276,4.086096004202001,4.086096004202001,2.4664038899069527,2.4766689098240176,2058.0,0.5171263362487852,0.5171263362487852,0.9811190476190476,3.952509718172984,6.268367346938775,6.268367346938775,12.00221088435374,29.727065111758986,1.7533961332226098,1.7533961332226098,1.724745271047293,2.020024649189542,25.238629636450668,25.238629636450668,16.862896894266616,17.922143865641207,-0.06998882410106899,5.024619371558146,-0.06998882410106899,5.024619371558146,-0.06092759961127292,9.122505668934238,-0.07446209912536395,21.793002915451893
BELMONTE CASTELLO,296.0,0.76,0.94,6.938000000000001,7.121,1.8000000000000007,2.15,8.766666666666667,11.283333333333331,,,,,,,,,296.0,0.76,0.862,7.622,41.409,12.566666666666666,14.083333333333334,15.083333333333334,151.85,,,,,,,,,0.0,10.766666666666666,-0.07799999999999996,11.933333333333334,0.6839999999999993,6.316666666666666,34.288,140.56666666666666
BELMONTE IN SABINA,463.0,2.6927213822894167,2.6927213822894167,10.925099352051836,10.925099352051836,4.800791936645068,4.800791936645068,16.26641468682505,16.26641468682505,1.529502424537688,1.529502424537688,1.6862682665183109,1.6862682665183109,2.2512959230925937,2.2512959230925937,2.333149794368754,2.333149794368754,463.0,2.558509719222462,2.558509719222462,23.04583369330453,23.04583369330453,36.48002159827214,36.48002159827214,178.47177825773937,178.47177825773937,1.4101791848319607,1.4101791848319607,2.4572224156555302,2.4572224156555302,18.978128249431023,18.978128249431023,26.695550329734864,26.695550329734864,-0.13421166306695476,31.67922966162707,-0.13421166306695476,31.67922966162707,12.120734341252694,162.20536357091433,12.120734341252694,162.20536357091433
BLERA,2798.0,1.1212680486061473,1.314966761972838,1.221283416726233,10.502209435310936,2.5675303788420303,2.7252918751489164,2.547307600667143,13.636889444841554,4.702293093091214,4.578095710372747,4.662987275699273,4.80637673651716,6.687197552870045,6.201933688897478,6.610849668033098,6.395144280653122,2798.0,1.1163066476054322,1.031986418870622,1.004839528234453,14.180324160114369,5.946551107934239,5.027090779127948,4.60047057421968,31.345895878008097,4.7095086792573175,4.680579486915412,4.744961573430635,2.433479059563352,4.267154919980187,4.24774449953541,5.033747223601033,4.782675138610348,-0.004961401000715071,3.3790207290922085,-0.282980343102216,2.301798903979032,-0.21644388849177987,2.053162973552537,3.6781147248034323,17.709006433166543
BOLSENA,3107.0,1.2285645317026068,1.984844222722884,1.2285645317026068,15.091521725136788,3.049173908378929,5.468828451882846,3.049173908378929,18.49142259414226,2.824184484059071,2.332038164353234,2.824184484059071,3.843125355748888,2.3805928299947103,1.3788582233137678,2.3805928299947103,4.289781139198389,3107.0,0.1986369488252333,0.936517862890248,0.1986369488252333,15.572215642098488,2.2893841862461106,13.2291277759897,2.2893841862461106,25.410572899903443,3.927978169491272,3.1869302628077696,3.927978169491272,3.64584256379784,7.766389480032247,2.133105456579419,7.766389480032247,2.887352689845068,-1.0299275828773735,-0.7597897221328185,-1.048326359832636,7.760299324106853,-1.0299275828773735,-0.7597897221328185,0.48069391696169994,6.919150305761182
