Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min,match_ratio
SANTA MARINELLA,5809720004,75.0,8.145,,15.866666666666667,,1/1
SANTA MARINELLA,5809726607,16.0,7.35,,14.516666666666667,,1/1
SANTA MARINELLA,5809726701,5.0,11.185,,23.116666666666667,,1/1
SANT'ANGELO ROMANO,5809810001,353.0,41.111,,111.0,,1/1
SANT'ANGELO ROMANO,5809810002,1985.0,13.169,,31.733333333333334,,1/1
SANT'ANGELO ROMANO,5809820003,150.0,39.263,,113.63333333333334,,1/1
SANT'ANGELO ROMANO,5809820005,25.0,41.41299999999999,,114.8,,1/1
SANT'ANGELO ROMANO,5809820004,235.0,41.684,,117.58333333333333,,1/1
SANT'ANGELO ROMANO,5809826701,283.0,13.119,,52.36666666666667,,1/1
SANT'ORESTE,5809910001,2511.0,72.368,,197.63333333333333,,1/1
SANT'ORESTE,5809920002,200.0,69.322,,138.6,,1/1
SANT'ORESTE,5809926606,18.0,79.141,,202.01666666666668,,1/1
SAN VITO ROMANO,5810010001,3023.0,18.793,,40.63333333333333,,1/1
SARACINESCO,5810110001,88.0,19.462,,63.15,,1/1
SARACINESCO,5810126701,21.0,18.94,,61.666666666666664,,1/1
SEGNI,5810210001,6141.0,5.419,,16.433333333333334,,1/1
SEGNI,5810210002,36.0,2.203,,29.383333333333333,,1/1
SEGNI,5810220002,183.0,2.465,,7.333333333333333,,1/1
SEGNI,5810220007,30.0,7.605,,19.083333333333332,,1/1
SEGNI,5810220005,82.0,5.622,,39.516666666666666,,1/1
SEGNI,5810220006,672.0,4.23,,33.916666666666664,,1/1
SEGNI,5810220004,157.0,7.447000000000001,,17.316666666666666,,1/1
SUBIACO,5810310002,114.0,15.896,,50.21666666666667,,1/1
SUBIACO,5810310004,5818.0,1.236,,19.666666666666668,,1/1
SUBIACO,5810320007,72.0,1.048,,16.833333333333332,,1/1
SUBIACO,5810310005,177.0,4.462,,14.216666666666667,,1/1
SUBIACO,5810310003,145.0,5.602,,17.183333333333334,,1/1
SUBIACO,5810320008,147.0,3.7329999999999997,,48.983333333333334,,1/1
SUBIACO,5810320009,39.0,3.416,,9.8,,1/1
SUBIACO,5810320010,85.0,5.297,,17.083333333333332,,1/1
SUBIACO,5810320011,96.0,3.214,,10.433333333333334,,1/1
SUBIACO,5810320012,118.0,2.892,,26.433333333333334,,1/1
TOLFA,5810510001,550.0,11.77,,30.95,,1/1
TOLFA,5810510002,4095.0,26.567,,51.083333333333336,,1/1
TORRITA TIBERINA,5810610002,699.0,77.709,,154.21666666666667,,1/1
TORRITA TIBERINA,5810620001,101.0,77.735,,170.86666666666667,,1/1
TREVIGNANO ROMANO,5810710001,3657.0,17.159,,38.65,,1/1
TREVIGNANO ROMANO,5810720003,86.0,20.629,,87.96666666666667,,1/1
TREVIGNANO ROMANO,5810720002,290.0,27.551,,98.93333333333334,,1/1
TREVIGNANO ROMANO,5810720001,585.0,18.812,,79.11666666666666,,1/1
TREVIGNANO ROMANO,5810720005,143.0,18.046,,78.55,,1/1
TREVIGNANO ROMANO,5810720008,58.0,18.384,,73.8,,1/1
TREVIGNANO ROMANO,5810720006,189.0,16.936,,44.13333333333334,,1/1
TREVIGNANO ROMANO,5810720004,320.0,15.406,,88.56666666666666,,1/1
TREVIGNANO ROMANO,5810726607,28.0,21.51,,92.4,,1/1
TREVIGNANO ROMANO,5810726610,13.0,,,,,0/0
VALLEPIETRA,5810810001,239.0,27.707,,60.533333333333324,,1/1
VALLINFREDA,5810910001,194.0,42.326,,110.16666666666669,,1/1
VALLINFREDA,5810920001,98.0,43.157,,113.66666666666667,,1/1
VALMONTONE,5811010001,14200.0,21.77,,54.533333333333324,,1/1
VALMONTONE,5811020003,51.0,20.998,,79.03333333333333,,1/1
VALMONTONE,5811020005,67.0,39.497,,87.95,,1/1
VALMONTONE,5811020004,417.0,19.057,,47.03333333333333,,1/1
VALMONTONE,5811026601,26.0,18.678,,48.21666666666667,,1/1
VALMONTONE,5811026702,13.0,29.562999999999995,,84.68333333333334,,1/1
VICOVARO,5811210001,35.0,11.778,,15.783333333333331,,1/1
VICOVARO,5811210002,3286.0,14.528,,28.416666666666668,,1/1
VICOVARO,5811220004,39.0,6.185,,14.55,,1/1
VICOVARO,5811226602,11.0,5.835999999999999,,8.933333333333334,,1/1
VICOVARO,5811226605,21.0,6.872000000000001,,22.7,,1/1
VIVARO ROMANO,5811310001,165.0,45.68,,114.36666666666666,,1/1
ZAGAROLO,5811410001,4875.0,18.606,,89.46666666666667,,1/1
ZAGAROLO,5811410002,13074.0,8.957,,37.8,,1/1
ZAGAROLO,5811420001,242.0,15.671,,63.2,,1/1
ZAGAROLO,5811426702,19.0,17.004,,110.61666666666667,,1/1
LARIANO,5811510001,13106.0,6.556,,23.6,,1/1
CIAMPINO,5811810001,36032.0,8.551,,29.949999999999996,,1/1
CIAMPINO,5811810002,327.0,5.536,,28.616666666666667,,1/1
CIAMPINO,5811820001,503.0,9.501,,52.88333333333333,,1/1
CIAMPINO,5811810003,118.0,10.123,,61.25,,1/1
CIAMPINO,5811820006,243.0,6.968,,49.45,,1/1
CIAMPINO,5811820004,580.0,9.578,,52.95,,1/1
CIAMPINO,5811826702,29.0,10.186,,62.03333333333333,,1/1
SAN CESAREO,5811910001,472.0,15.483,,41.71666666666667,,1/1
SAN CESAREO,5811910002,11610.0,9.457,,26.9,,1/1
SAN CESAREO,5811920003,192.0,15.004,,52.61666666666667,,1/1
SAN CESAREO,5811920002,80.0,11.809,,32.15,,1/1
SAN CESAREO,5811920001,83.0,13.033000000000001,,58.233333333333334,,1/1
SAN CESAREO,5811920005,555.0,13.676,,44.88333333333333,,1/1
SAN CESAREO,5811920006,184.0,17.904,,46.95,,1/1
SAN CESAREO,5811920004,206.0,15.031,,53.85,,1/1
FONTE NUOVA,5812210001,8570.0,16.251,,60.13333333333333,,1/1
FONTE NUOVA,5812210002,22121.0,1.8319999999999999,,12.633333333333333,,1/1
FONTE NUOVA,5812210003,155.0,12.328,,53.4,,1/1
FONTE NUOVA,5812220004,96.0,4.384,,19.383333333333333,,1/1
FONTE NUOVA,5812226701,84.0,6.160000000000001,,45.833333333333336,,1/1
