Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SANT'ANGELO ROMANO,5809820003,150.0,4.595,,6.016666666666667,
SANT'ANGELO ROMANO,5809820005,25.0,6.636,,8.133333333333333,
SANT'ANGELO ROMANO,5809820004,235.0,6.059,,7.333333333333333,
SANT'ANGELO ROMANO,5809826701,283.0,3.006,,5.083333333333333,
SANT'APOLLINARE,6006710001,1020.0,395.8833333333333,352.95790992317103,253.07222222222222,229.24016175020307
SANT'APOLLINARE,6006720009,39.0,398.99999999999994,355.2233156804322,253.4666666666667,228.52212329079507
SANT'APOLLINARE,6006720011,38.0,398.8046666666667,353.4319668257716,253.71666666666664,226.66331186242832
SANT'APOLLINARE,6006726601,19.0,399.5443333333334,353.16509055869795,256.4222222222222,227.14258391135277
SANT'APOLLINARE,6006726603,14.0,399.24766666666665,353.4319668257716,254.5388888888889,226.65944616767473
SANT'APOLLINARE,6006726606,31.0,399.579,353.43140817278817,254.82777777777778,226.60187329649656
SANT'APOLLINARE,6006726605,8.0,397.032,353.095836094112,255.23333333333335,228.9790771615996
SANT'APOLLINARE,6006726608,13.0,399.1153333333333,355.55639734412506,254.3111111111111,228.31651114025735
SANT'ELIA FIUMERAPIDO,6006810001,234.0,3.5086666666666666,0.13813157978294952,6.472222222222222,0.2382420182487952
SANT'ELIA FIUMERAPIDO,6006810002,281.0,2.6270000000000002,0.0859825563704638,4.561111111111111,0.1835856849095371
SANT'ELIA FIUMERAPIDO,6006810004,397.0,5.676333333333333,0.11839059647342473,10.466666666666667,0.1755942292142122
SANT'ELIA FIUMERAPIDO,6006826617,11.0,5.2763333333333335,0.13800120772418395,7.688888888888889,0.2382420182487952
SANT'ELIA FIUMERAPIDO,6006826602,22.0,10.039333333333333,0.11839059647342424,19.272222222222222,0.17506612507320707
SANT'ELIA FIUMERAPIDO,6006820207,12.0,2.0276666666666667,0.11828919364562997,4.883333333333333,0.17559422921421214
SANT'ELIA FIUMERAPIDO,6006826615,8.0,5.167333333333333,0.13800120772418395,8.361111111111112,0.23648662948658639
SANT'ORESTE,5809910001,2511.0,0.949,,3.2,
SANT'ORESTE,5809920002,200.0,3.7709999999999995,,5.95,
SANT'ORESTE,5809926606,18.0,1.612,,3.1166666666666667,
SANTA MARINELLA,5809710001,15776.0,1.8986666666666665,0.7567465449761455,3.7222222222222223,1.8831366662310265
SANTA MARINELLA,5809710002,1028.0,8.639,0.5354736221327805,11.072222222222223,0.6920848802578207
SANTA MARINELLA,5809720003,70.0,3.0466666666666664,1.4057988239194588,6.25,2.8708786885628665
SANTA MARINELLA,5809710003,22.0,10.082,0.5354736221327805,12.372222222222224,0.6920848802578197
SANTA MARINELLA,5809720005,36.0,2.823333333333333,1.4053342425677005,6.344444444444445,2.8643563041348465
SANTA MARINELLA,5809720008,595.0,4.438666666666667,1.447613668536372,7.6,2.7412487016767457
SANTA MARINELLA,5809720009,62.0,3.4170000000000003,0.5354736221327807,7.011111111111111,0.6882613629310478
SANTA MARINELLA,5809720006,127.0,3.3833333333333337,1.1442448747245204,6.6,2.674623545680982
SANTA MARINELLA,5809720004,75.0,9.249,0.5354736221327809,12.13888888888889,0.6920848802578207
SANTA MARINELLA,5809726607,16.0,10.024666666666667,0.5357465196651622,12.5,0.6978140471819441
SANTA MARINELLA,5809726701,5.0,10.190666666666667,0.5357465196651612,13.18888888888889,0.6920848802578197
SANTI COSMA E DAMIANO,5902610006,51.0,2.872333333333333,0.9493878729651719,5.144444444444445,1.6283370294510537
SANTI COSMA E DAMIANO,5902610001,637.0,2.4770000000000003,0.31100482311372596,3.65,0.4330127018922196
SANTI COSMA E DAMIANO,5902610004,140.0,4.3229999999999995,0.105773342577419,7.605555555555556,0.14938144066387501
SANTI COSMA E DAMIANO,5902610003,703.0,3.567333333333333,0.10608644274049987,5.772222222222222,0.14938144066387501
SANTI COSMA E DAMIANO,5902610002,3994.0,0.824,0.25899999999999995,1.7944444444444445,0.7457906567554354
SANTI COSMA E DAMIANO,5902610007,468.0,2.0789999999999997,0.8944143335166312,3.6500000000000004,1.8651035121706008
SANTI COSMA E DAMIANO,5902626601,11.0,6.4623333333333335,0.10608644274049976,10.022222222222222,0.1493814406638753
SANTI COSMA E DAMIANO,5902626604,15.0,3.3920000000000003,0.6430295483101846,4.5,1.0758717395675006
SANTOPADRE,6006910001,4.0,3.878,,6.766666666666667,
SANTOPADRE,6006910002,52.0,2.349,,4.233333333333333,
SANTOPADRE,6006910003,263.0,0.524,,1.05,
SANTOPADRE,6006920006,32.0,2.255,,3.25,
SANTOPADRE,6006920201,9.0,3.6509999999999994,,6.533333333333333,
SANTOPADRE,6006926612,11.0,1.048,,1.55,
SANTOPADRE,6006926609,7.0,4.495,,9.25,
SANTOPADRE,6006926608,9.0,5.929,,11.3,
SARACINESCO,5810110001,88.0,11.469,,16.883333333333333,
SARACINESCO,5810126701,21.0,11.173,,16.5,
SCANDRIGLIA,5706410001,504.0,3.454,2.497646292011741,5.844444444444444,3.7677112612497456
SCANDRIGLIA,5706410002,1394.0,2.0420000000000003,2.229473256175099,3.138888888888889,2.639935464980017
SCANDRIGLIA,5706410003,299.0,7.797,3.100603812163044,10.727777777777776,4.586826951333729
SCANDRIGLIA,5706420004,145.0,3.926333333333333,0.6621573327641501,6.972222222222221,1.281094728622245
SCANDRIGLIA,5706420003,317.0,5.437666666666667,1.630061450784397,8.161111111111111,2.5865750270135925
SEGNI,5810210001,6141.0,1.225,0.053740115370177505,3.8416666666666663,0.2946278254943947
